Entity,Code,Year,Solar (% equivalent primary energy)
Europe (EI),,2004,0.008504302
Europe (EI),,2005,0.016935224
Europe (EI),,2006,0.028379783
Europe (EI),,2007,0.04289619
Europe (EI),,2008,0.08386069
Europe (EI),,2009,0.16724524
Europe (EI),,2010,0.2623383
Europe (EI),,2011,0.53581953
Europe (EI),,2012,0.81679094
Europe (EI),,2013,0.981896
Europe (EI),,2014,1.1511958
Europe (EI),,2015,1.2587783
Europe (EI),,2016,1.2840462
Europe (EI),,2017,1.3739407
Europe (EI),,2018,1.5130601
Europe (EI),,2019,1.6876884
Europe (EI),,2020,2.101663
Europe (EI),,2021,2.2512567
Europe (EI),,2022,2.9405944
Europe (EI),,2023,3.5423412
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.00015284237
European Union (27),,1990,0.00019420045
European Union (27),,1991,0.00022960348
European Union (27),,1992,0.00038193015
European Union (27),,1993,0.00049427745
European Union (27),,1994,0.0005182704
European Union (27),,1995,0.0006627919
European Union (27),,1996,0.00067443994
European Union (27),,1997,0.0008299846
European Union (27),,1998,0.0009730863
European Union (27),,1999,0.0011448723
European Union (27),,2000,0.00093755644
European Union (27),,2001,0.002781098
European Union (27),,2002,0.004656496
European Union (27),,2003,0.006884805
European Union (27),,2004,0.011041186
European Union (27),,2005,0.022421971
European Union (27),,2006,0.037886895
European Union (27),,2007,0.057703786
European Union (27),,2008,0.11321894
European Union (27),,2009,0.22645
European Union (27),,2010,0.35444635
European Union (27),,2011,0.7260968
European Union (27),,2012,1.0959461
European Union (27),,2013,1.3043797
European Union (27),,2014,1.4955246
European Union (27),,2015,1.5752066
European Union (27),,2016,1.5533534
European Union (27),,2017,1.6235397
European Union (27),,2018,1.7182231
European Union (27),,2019,1.9049621
European Union (27),,2020,2.387928
European Union (27),,2021,2.542578
European Union (27),,2022,3.3974502
European Union (27),,2023,4.099666
Finland,FIN,1990,0.0004162212
Finland,FIN,1991,0.0004648818
Finland,FIN,1992,0.0005327829
Finland,FIN,1993,0.0005976038
Finland,FIN,1994,0.00063624664
Finland,FIN,1995,0.0007438248
Finland,FIN,1996,0.00083566253
Finland,FIN,1997,0.0010136919
Finland,FIN,1998,0.0010488607
Finland,FIN,1999,0.0011731946
Finland,FIN,2000,0.001297715
Finland,FIN,2001,0.0013732334
Finland,FIN,2002,0.0014761689
Finland,FIN,2003,0.0015399163
Finland,FIN,2004,0.0017300736
Finland,FIN,2005,0.0021070305
Finland,FIN,2006,0.0025069895
Finland,FIN,2007,0.002819537
Finland,FIN,2008,0.0030075968
Finland,FIN,2009,0.003532544
Finland,FIN,2010,0.0035426351
Finland,FIN,2011,0.00417831
Finland,FIN,2012,0.004630044
Finland,FIN,2013,0.005144635
Finland,FIN,2014,0.006367331
Finland,FIN,2015,0.009261445
Finland,FIN,2016,0.017681632
Finland,FIN,2017,0.039456278
Finland,FIN,2018,0.071504354
Finland,FIN,2019,0.118651174
Finland,FIN,2020,0.18275782
Finland,FIN,2021,0.24279849
Finland,FIN,2022,0.31892535
Finland,FIN,2023,0.52025133
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.00015395701
France,FRA,1993,0.00017438001
France,FRA,1994,0.00019664307
France,FRA,1995,0.00020770797
France,FRA,1996,0.00026015972
France,FRA,1997,0.00033968137
France,FRA,1998,0.00039804928
France,FRA,1999,0.0004368696
France,FRA,2000,0.0004953667
France,FRA,2001,0.0005758187
France,FRA,2002,0.00066477526
France,FRA,2003,0.0007144256
France,FRA,2004,0.0007655077
France,FRA,2005,0.00095330697
France,FRA,2006,0.0010827181
France,FRA,2007,0.0016547694
France,FRA,2008,0.003825881
France,FRA,2009,0.016704947
France,FRA,2010,0.05733844
France,FRA,2011,0.19785957
France,FRA,2012,0.3805255
France,FRA,2013,0.44124815
France,FRA,2014,0.5727952
France,FRA,2015,0.6930408
France,FRA,2016,0.79039
France,FRA,2017,0.87932634
France,FRA,2018,0.9797542
France,FRA,2019,1.124851
France,FRA,2020,1.3680506
France,FRA,2021,1.5012841
France,FRA,2022,2.171407
France,FRA,2023,2.401356
Germany,DEU,1990,0.00007052834
Germany,DEU,1991,0.00007228692
Germany,DEU,1992,0.00014750496
Germany,DEU,1993,0.00022224509
Germany,DEU,1994,0.00029912568
Germany,DEU,1995,0.00037196744
Germany,DEU,1996,0.0004321142
Germany,DEU,1997,0.0008025029
Germany,DEU,1998,0.0011034524
Germany,DEU,1999,0.0014174824
Germany,DEU,2000,0
Germany,DEU,2001,0.0072309473
Germany,DEU,2002,0.014551528
Germany,DEU,2003,0.022634221
Germany,DEU,2004,0.040028
Germany,DEU,2005,0.094516516
Germany,DEU,2006,0.15864667
Germany,DEU,2007,0.22782639
Germany,DEU,2008,0.32195213
Germany,DEU,2009,0.50791323
Germany,DEU,2010,0.8630865
Germany,DEU,2011,1.4862418
Germany,DEU,2012,1.9492811
Germany,DEU,2013,2.157287
Germany,DEU,2014,2.5881424
Germany,DEU,2015,2.7120185
Germany,DEU,2016,2.6172094
Germany,DEU,2017,2.653054
Germany,DEU,2018,3.095788
Germany,DEU,2019,3.2261562
Germany,DEU,2020,3.774543
Germany,DEU,2021,3.6423728
Germany,DEU,2022,4.6065235
Germany,DEU,2023,5.0170684
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.00056079833
Greece,GRC,2005,0.0006828807
Greece,GRC,2006,0.0009588294
Greece,GRC,2007,0.0009574863
Greece,GRC,2008,0.0035748312
Greece,GRC,2009,0.035226114
Greece,GRC,2010,0.11569733
Greece,GRC,2011,0.45346278
Greece,GRC,2012,1.3297377
Greece,GRC,2013,3.028479
Greece,GRC,2014,3.3362284
Greece,GRC,2015,3.3688915
Greece,GRC,2016,3.4267914
Greece,GRC,2017,3.296886
Greece,GRC,2018,3.0947511
Greece,GRC,2019,3.6837795
Greece,GRC,2020,4.2168145
Greece,GRC,2021,4.541643
Greece,GRC,2022,5.9217253
Greece,GRC,2023,7.2346745
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0
High-income countries,,1979,0
High-income countries,,1980,0
High-income countries,,1981,0
High-income countries,,1982,0
High-income countries,,1983,0.00001864644
High-income countries,,1984,0.000037596445
High-income countries,,1985,0.00006827908
High-income countries,,1986,0.00008685885
High-income countries,,1987,0.000058855574
High-income countries,,1988,0.00005467237
High-income countries,,1989,0.0013807473
High-income countries,,1990,0.00201942
High-income countries,,1991,0.002603353
High-income countries,,1992,0.002368459
High-income countries,,1993,0.0027789567
High-income countries,,1994,0.00291523
High-income countries,,1995,0.0030283888
High-income countries,,1996,0.0031801502
High-income countries,,1997,0.0033723926
High-income countries,,1998,0.0036269852
High-income countries,,1999,0.0039827465
High-income countries,,2000,0.0044872775
High-income countries,,2001,0.0059912065
High-income countries,,2002,0.007429327
High-income countries,,2003,0.009141518
High-income countries,,2004,0.011773298
High-income countries,,2005,0.016495807
High-income countries,,2006,0.022598876
High-income countries,,2007,0.030152293
High-income countries,,2008,0.049387768
High-income countries,,2009,0.08561146
High-income countries,,2010,0.13010836
High-income countries,,2011,0.24427834
High-income countries,,2012,0.37035
High-income countries,,2013,0.47769582
High-income countries,,2014,0.6331792
High-income countries,,2015,0.7683122
High-income countries,,2016,0.88940805
High-income countries,,2017,1.055945
High-income countries,,2018,1.1873822
High-income countries,,2019,1.3729047
High-income countries,,2020,1.7475343
High-income countries,,2021,1.9856911
High-income countries,,2022,2.4279032
High-income countries,,2023,2.8385482
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.00086419296
Hong Kong,HKG,2011,0.0025129644
Hong Kong,HKG,2012,0.0025990773
Hong Kong,HKG,2013,0.0025155554
Hong Kong,HKG,2014,0.0025621394
Hong Kong,HKG,2015,0.0032996938
Hong Kong,HKG,2016,0.0031959543
Hong Kong,HKG,2017,0.0041510817
Hong Kong,HKG,2018,0.004644914
Hong Kong,HKG,2019,0.012700016
Hong Kong,HKG,2020,0.053198922
Hong Kong,HKG,2021,0.12928377
Hong Kong,HKG,2022,0.27969107
Hong Kong,HKG,2023,0.24978928
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.00095613784
Hungary,HUN,2009,0.0010241441
Hungary,HUN,2010,0.0009990308
Hungary,HUN,2011,0.0010237566
Hungary,HUN,2012,0.008735196
Hungary,HUN,2013,0.028623404
Hungary,HUN,2014,0.07617845
Hungary,HUN,2015,0.15125465
Hungary,HUN,2016,0.2556597
Hungary,HUN,2017,0.34489894
Hungary,HUN,2018,0.6136234
Hungary,HUN,2019,1.4354887
Hungary,HUN,2020,2.3889725
Hungary,HUN,2021,3.4980156
Hungary,HUN,2022,4.620292
Hungary,HUN,2023,6.713216
Iceland,ISL,2007,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.000100801284
India,IND,1996,0.00058154715
India,IND,1997,0.0005510788
India,IND,1998,0.0005195291
India,IND,1999,0.0005053386
India,IND,2000,0.0005612282
India,IND,2001,0.0008725828
India,IND,2002,0.0009901822
India,IND,2003,0.0011692179
India,IND,2004,0.0012037172
India,IND,2005,0.0011297142
India,IND,2006,0.0004219872
India,IND,2007,0.0031662742
India,IND,2008,0.0031746204
India,IND,2009,0.0034956357
India,IND,2010,0.00501718
India,IND,2011,0.034606777
India,IND,2012,0.08282607
India,IND,2013,0.13033466
India,IND,2014,0.173525
India,IND,2015,0.22299865
India,IND,2016,0.37339655
India,IND,2017,0.66664463
India,IND,2018,1.0576761
India,IND,2019,1.3089602
India,IND,2020,1.745732
India,IND,2021,1.8647134
India,IND,2022,2.455562
India,IND,2023,2.7182412
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.000017972334
Indonesia,IDN,2009,0.000017387296
Indonesia,IDN,2010,0.00008302772
Indonesia,IDN,2011,0.000115671886
Indonesia,IDN,2012,0.0004353451
Indonesia,IDN,2013,0.00082824554
Indonesia,IDN,2014,0.0010028776
Indonesia,IDN,2015,0.00076195726
Indonesia,IDN,2016,0.0029765016
Indonesia,IDN,2017,0.0039289645
Indonesia,IDN,2018,0.01109996
Indonesia,IDN,2019,0.013557957
Indonesia,IDN,2020,0.020751752
Indonesia,IDN,2021,0.022764785
Indonesia,IDN,2022,0.041443538
Indonesia,IDN,2023,0.06595338
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.0000134200645
Iran,IRN,2007,0.000012544906
Iran,IRN,2008,0.000024189509
Iran,IRN,2009,0.00003521277
Iran,IRN,2010,0.00007993235
Iran,IRN,2011,0.000076401746
Iran,IRN,2012,0.00007522175
Iran,IRN,2013,0.000071936964
Iran,IRN,2014,0.00006848764
Iran,IRN,2015,0.00014765035
Iran,IRN,2016,0.00046399081
Iran,IRN,2017,0.007623597
Iran,IRN,2018,0.018956074
Iran,IRN,2019,0.041225635
Iran,IRN,2020,0.045260526
Iran,IRN,2021,0.04598938
Iran,IRN,2022,0.051952194
Iran,IRN,2023,0.056065165
Iraq,IRQ,2017,0.02687767
Iraq,IRQ,2018,0.16871281
Iraq,IRQ,2019,0.15516475
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.0006708335
Ireland,IRL,2010,0.0007411492
Ireland,IRL,2011,0.0008783033
Ireland,IRL,2012,0.0010575681
Ireland,IRL,2013,0.0011553705
Ireland,IRL,2014,0.0015577889
Ireland,IRL,2015,0.0025032798
Ireland,IRL,2016,0.006974187
Ireland,IRL,2017,0.014415124
Ireland,IRL,2018,0.025331602
Ireland,IRL,2019,0.046795305
Ireland,IRL,2020,0.07930776
Ireland,IRL,2021,0.11580564
Ireland,IRL,2022,0.20790125
Ireland,IRL,2023,0.5965887
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.02628885
Israel,ISR,2010,0.07330092
Israel,ISR,2011,0.19612607
Israel,ISR,2012,0.35786495
Israel,ISR,2013,0.4946304
Israel,ISR,2014,0.8734887
Israel,ISR,2015,1.1907319
Israel,ISR,2016,1.560499
Israel,ISR,2017,1.5305305
Israel,ISR,2018,1.6550981
Israel,ISR,2019,2.7229104
Israel,ISR,2020,3.8344052
Israel,ISR,2021,4.7941537
Israel,ISR,2022,5.1387734
Israel,ISR,2023,6.3062882
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.00032733727
Italy,ITA,1990,0.0006376642
Italy,ITA,1991,0.0007728134
Italy,ITA,1992,0.0013967608
Italy,ITA,1993,0.0017440218
Italy,ITA,1994,0.0017479748
Italy,ITA,1995,0.001985173
Italy,ITA,1996,0.002138538
Italy,ITA,1997,0.002252327
Italy,ITA,1998,0.0023484752
Italy,ITA,1999,0.0024268273
Italy,ITA,2000,0.0025354268
Italy,ITA,2001,0.0026611239
Italy,ITA,2002,0.0029421602
Italy,ITA,2003,0.0032376759
Italy,ITA,2004,0.0038028224
Italy,ITA,2005,0.0040343525
Italy,ITA,2006,0.00454731
Italy,ITA,2007,0.0051332326
Italy,ITA,2008,0.025680184
Italy,ITA,2009,0.095889874
Italy,ITA,2010,0.25970125
Italy,ITA,2011,1.4906361
Italy,ITA,2012,2.6605365
Italy,ITA,2013,3.1657133
Italy,ITA,2014,3.429015
Italy,ITA,2015,3.4044452
Italy,ITA,2016,3.2478743
Italy,ITA,2017,3.5199072
Italy,ITA,2018,3.2334094
Italy,ITA,2019,3.4317877
Italy,ITA,2020,3.965199
Italy,ITA,2021,3.7045314
Italy,ITA,2022,4.266928
Italy,ITA,2023,4.911985
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.00005703776
Japan,JPN,1991,0.000055131834
Japan,JPN,1992,0.00057218305
Japan,JPN,1993,0.0012059539
Japan,JPN,1994,0.0014995947
Japan,JPN,1995,0.0019756933
Japan,JPN,1996,0.0026728273
Japan,JPN,1997,0.0046326346
Japan,JPN,1998,0.0070016505
Japan,JPN,1999,0.010493104
Japan,JPN,2000,0.016269535
Japan,JPN,2001,0.023734206
Japan,JPN,2002,0.032882173
Japan,JPN,2003,0.044890914
Japan,JPN,2004,0.05865711
Japan,JPN,2005,0.073477805
Japan,JPN,2006,0.08962334
Japan,JPN,2007,0.10421214
Japan,JPN,2008,0.11835953
Japan,JPN,2009,0.15128519
Japan,JPN,2010,0.18467581
Japan,JPN,2011,0.26467076
Japan,JPN,2012,0.35993057
Japan,JPN,2013,0.63099426
Japan,JPN,2014,1.1745853
Japan,JPN,2015,1.7340965
Japan,JPN,2016,2.1902032
Japan,JPN,2017,2.6858459
Japan,JPN,2018,3.0466578
Japan,JPN,2019,3.4144764
Japan,JPN,2020,4.1322193
Japan,JPN,2021,4.3727474
Japan,JPN,2022,4.744046
Japan,JPN,2023,5.211775
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.000007889332
Kazakhstan,KAZ,2013,0.00029332674
Kazakhstan,KAZ,2014,0.00043642384
Kazakhstan,KAZ,2015,0.019552648
Kazakhstan,KAZ,2016,0.033269998
Kazakhstan,KAZ,2017,0.032232754
Kazakhstan,KAZ,2018,0.0473576
Kazakhstan,KAZ,2019,0.12911381
Kazakhstan,KAZ,2020,0.44160765
Kazakhstan,KAZ,2021,0.518453
Kazakhstan,KAZ,2022,0.56403434
Kazakhstan,KAZ,2023,0.6140898
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0.0012444288
Latvia,LVA,2012,0.0011931101
Latvia,LVA,2013,0.001232198
Latvia,LVA,2014,0.0013297002
Latvia,LVA,2015,0.0012901814
Latvia,LVA,2016,0.0022980836
Latvia,LVA,2017,0.0023907938
Latvia,LVA,2018,0.007731068
Latvia,LVA,2019,0.018442418
Latvia,LVA,2020,0.031155642
Latvia,LVA,2021,0.041725453
Latvia,LVA,2022,0.27969438
Latvia,LVA,2023,0.3034604
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0.00040156915
Lithuania,LTU,2012,0.009188839
Lithuania,LTU,2013,0.19253746
Lithuania,LTU,2014,0.3231199
Lithuania,LTU,2015,0.30788952
Lithuania,LTU,2016,0.27085474
Lithuania,LTU,2017,0.26170233
Lithuania,LTU,2018,0.32284316
Lithuania,LTU,2019,0.3401512
Lithuania,LTU,2020,0.48121288
Lithuania,LTU,2021,0.71171147
Lithuania,LTU,2022,1.3711584
Lithuania,LTU,2023,1.4036463
Lower-middle-income countries,,1965,0
Lower-middle-income countries,,1966,0
Lower-middle-income countries,,1967,0
Lower-middle-income countries,,1968,0
Lower-middle-income countries,,1969,0
Lower-middle-income countries,,1970,0
Lower-middle-income countries,,1971,0
Lower-middle-income countries,,1972,0
Lower-middle-income countries,,1973,0
Lower-middle-income countries,,1974,0
Lower-middle-income countries,,1975,0
Lower-middle-income countries,,1976,0
Lower-middle-income countries,,1977,0
Lower-middle-income countries,,1978,0
Lower-middle-income countries,,1979,0
Lower-middle-income countries,,1980,0
Lower-middle-income countries,,1981,0
Lower-middle-income countries,,1982,0
Lower-middle-income countries,,1983,0
Lower-middle-income countries,,1984,0
Lower-middle-income countries,,1985,0
Lower-middle-income countries,,1986,0
Lower-middle-income countries,,1987,0
Lower-middle-income countries,,1988,0
Lower-middle-income countries,,1989,0
Lower-middle-income countries,,1990,0
Lower-middle-income countries,,1991,0
Lower-middle-income countries,,1992,0
Lower-middle-income countries,,1993,0
Lower-middle-income countries,,1994,0
Lower-middle-income countries,,1995,0.000036535086
Lower-middle-income countries,,1996,0.00021405185
Lower-middle-income countries,,1997,0.0002092633
Lower-middle-income countries,,1998,0.00020275229
Lower-middle-income countries,,1999,0.00019583435
Lower-middle-income countries,,2000,0.00024048575
Lower-middle-income countries,,2001,0.000392816
Lower-middle-income countries,,2002,0.00046048927
Lower-middle-income countries,,2003,0.00057764945
Lower-middle-income countries,,2004,0.00064649136
Lower-middle-income countries,,2005,0.0007156305
Lower-middle-income countries,,2006,0.00048828105
Lower-middle-income countries,,2007,0.0017081118
Lower-middle-income countries,,2008,0.0018988852
Lower-middle-income countries,,2009,0.0024788373
Lower-middle-income countries,,2010,0.004330685
Lower-middle-income countries,,2011,0.024006618
Lower-middle-income countries,,2012,0.05768115
Lower-middle-income countries,,2013,0.076949626
Lower-middle-income countries,,2014,0.10079064
Lower-middle-income countries,,2015,0.12976858
Lower-middle-income countries,,2016,0.23254281
Lower-middle-income countries,,2017,0.38872996
Lower-middle-income countries,,2018,0.5946807
Lower-middle-income countries,,2019,0.8278222
Lower-middle-income countries,,2020,1.1924357
Lower-middle-income countries,,2021,1.4862609
Lower-middle-income countries,,2022,1.7869834
Lower-middle-income countries,,2023,1.972658
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0.00031791962
Luxembourg,LUX,2001,0.00033897554
Luxembourg,LUX,2002,0.0003951414
Luxembourg,LUX,2003,0.008877312
Luxembourg,LUX,2004,0.051194325
Luxembourg,LUX,2005,0.09642968
Luxembourg,LUX,2006,0.116369724
Luxembourg,LUX,2007,0.1179037
Luxembourg,LUX,2008,0.113117926
Luxembourg,LUX,2009,0.11921233
Luxembourg,LUX,2010,0.117125005
Luxembourg,LUX,2011,0.14546756
Luxembourg,LUX,2012,0.21886677
Luxembourg,LUX,2013,0.43982607
Luxembourg,LUX,2014,0.5797117
Luxembourg,LUX,2015,0.649056
Luxembourg,LUX,2016,0.6323117
Luxembourg,LUX,2017,0.6507774
Luxembourg,LUX,2018,0.6765184
Luxembourg,LUX,2019,0.72680086
Luxembourg,LUX,2020,1.0446713
Luxembourg,LUX,2021,1.0910296
Luxembourg,LUX,2022,1.8581029
Luxembourg,LUX,2023,2.088528
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
