Entity,Code,Year,Coal consumption - TWh
Indonesia,IDN,1971,1.163
Indonesia,IDN,1972,1.163
Indonesia,IDN,1973,0.77921
Indonesia,IDN,1974,0.84898996
Indonesia,IDN,1975,1.0815899
Indonesia,IDN,1976,1.0815899
Indonesia,IDN,1977,1.163
Indonesia,IDN,1978,1.5467899
Indonesia,IDN,1979,2.326
Indonesia,IDN,1980,2.94239
Indonesia,IDN,1981,3.1401
Indonesia,IDN,1982,2.96565
Indonesia,IDN,1983,2.96565
Indonesia,IDN,1984,3.10521
Indonesia,IDN,1985,10.467
Indonesia,IDN,1986,16.816978
Indonesia,IDN,1987,26.36521
Indonesia,IDN,1988,27.539839
Indonesia,IDN,1989,41.33302
Indonesia,IDN,1990,39.787926
Indonesia,IDN,1991,40.266277
Indonesia,IDN,1992,49.1509
Indonesia,IDN,1993,57.296734
Indonesia,IDN,1994,57.316822
Indonesia,IDN,1995,63.077465
Indonesia,IDN,1996,75.1889
Indonesia,IDN,1997,92.728874
Indonesia,IDN,1998,99.51191
Indonesia,IDN,1999,136.96399
Indonesia,IDN,2000,153.06941
Indonesia,IDN,2001,194.33177
Indonesia,IDN,2002,200.4558
Indonesia,IDN,2003,269.08673
Indonesia,IDN,2004,247.38066
Indonesia,IDN,2005,283.74945
Indonesia,IDN,2006,330.78885
Indonesia,IDN,2007,417.32904
Indonesia,IDN,2008,366.07092
Indonesia,IDN,2009,378.3209
Indonesia,IDN,2010,429.6194
Indonesia,IDN,2011,496.26547
Indonesia,IDN,2012,505.70566
Indonesia,IDN,2013,440.75632
Indonesia,IDN,2014,469.06967
Indonesia,IDN,2015,532.274
Indonesia,IDN,2016,544.31616
Indonesia,IDN,2017,566.1091
Indonesia,IDN,2018,655.7294
Indonesia,IDN,2019,801.23114
Indonesia,IDN,2020,765.3798
Indonesia,IDN,2021,763.22955
Indonesia,IDN,2022,1216.5106
Indonesia,IDN,2023,1199.9062
Iran,IRN,1965,2.45393
Iran,IRN,1966,2.69816
Iran,IRN,1967,2.97728
Iran,IRN,1968,3.27966
Iran,IRN,1969,3.6169298
Iran,IRN,1970,3.98909
Iran,IRN,1971,2.8104126
Iran,IRN,1972,4.391081
Iran,IRN,1973,7.3832474
Iran,IRN,1974,8.086142
Iran,IRN,1975,14.979475
Iran,IRN,1976,14.805024
Iran,IRN,1977,14.977358
Iran,IRN,1978,9.15167
Iran,IRN,1979,13.20983
Iran,IRN,1980,13.911492
Iran,IRN,1981,11.616998
Iran,IRN,1982,15.668668
Iran,IRN,1983,14.783498
Iran,IRN,1984,11.429499
Iran,IRN,1985,11.244663
Iran,IRN,1986,11.074993
Iran,IRN,1987,10.89417
Iran,IRN,1988,11.242
Iran,IRN,1989,8.25916
Iran,IRN,1990,8.261172
Iran,IRN,1991,11.791994
Iran,IRN,1992,10.385508
Iran,IRN,1993,12.766506
Iran,IRN,1994,12.817841
Iran,IRN,1995,12.004997
Iran,IRN,1996,12.55833
Iran,IRN,1997,12.872003
Iran,IRN,1998,14.989162
Iran,IRN,1999,14.264881
Iran,IRN,2000,15.1596575
Iran,IRN,2001,14.8619995
Iran,IRN,2002,14.081556
Iran,IRN,2003,15.257164
Iran,IRN,2004,15.971223
Iran,IRN,2005,18.102768
Iran,IRN,2006,17.473772
Iran,IRN,2007,18.215395
Iran,IRN,2008,14.342342
Iran,IRN,2009,9.255012
Iran,IRN,2010,13.363621
Iran,IRN,2011,13.733183
Iran,IRN,2012,10.651124
Iran,IRN,2013,8.86266
Iran,IRN,2014,10.552486
Iran,IRN,2015,12.6951065
Iran,IRN,2016,10.559657
Iran,IRN,2017,11.981637
Iran,IRN,2018,15.848832
Iran,IRN,2019,18.932867
Iran,IRN,2020,21.418182
Iran,IRN,2021,20.83364
Iran,IRN,2022,21.503729
Iran,IRN,2023,21.890795
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1965,36.35538
Ireland,IRL,1966,41.41443
Ireland,IRL,1967,44.10096
Ireland,IRL,1968,53.85853
Ireland,IRL,1969,51.27667
Ireland,IRL,1970,25.0045
Ireland,IRL,1971,23.86476
Ireland,IRL,1972,22.213299
Ireland,IRL,1973,21.666689
Ireland,IRL,1974,23.36467
Ireland,IRL,1975,19.78263
Ireland,IRL,1976,20.340868
Ireland,IRL,1977,21.30616
Ireland,IRL,1978,20.154789
Ireland,IRL,1979,23.12044
Ireland,IRL,1980,21.91092
Ireland,IRL,1981,22.93436
Ireland,IRL,1982,24.260178
Ireland,IRL,1983,26.31869
Ireland,IRL,1984,25.22547
Ireland,IRL,1985,28.981958
Ireland,IRL,1986,31.85457
Ireland,IRL,1987,40.92597
Ireland,IRL,1988,41.670288
Ireland,IRL,1989,41.751698
Ireland,IRL,1990,40.261528
Ireland,IRL,1991,38.62199
Ireland,IRL,1992,36.786816
Ireland,IRL,1993,35.746235
Ireland,IRL,1994,34.20361
Ireland,IRL,1995,34.437813
Ireland,IRL,1996,34.62536
Ireland,IRL,1997,32.98866
Ireland,IRL,1998,33.20792
Ireland,IRL,1999,28.569187
Ireland,IRL,2000,30.419252
Ireland,IRL,2001,31.861221
Ireland,IRL,2002,30.630024
Ireland,IRL,2003,29.650684
Ireland,IRL,2004,27.702469
Ireland,IRL,2005,30.784609
Ireland,IRL,2006,27.77244
Ireland,IRL,2007,27.12116
Ireland,IRL,2008,26.53966
Ireland,IRL,2009,23.20185
Ireland,IRL,2010,23.09718
Ireland,IRL,2011,22.66687
Ireland,IRL,2012,26.29543
Ireland,IRL,2013,23.79498
Ireland,IRL,2014,23.387928
Ireland,IRL,2015,25.5054
Ireland,IRL,2016,24.504408
Ireland,IRL,2017,20.86448
Ireland,IRL,2018,16.405048
Ireland,IRL,2019,11.740789
Ireland,IRL,2020,10.0594015
Ireland,IRL,2021,13.721661
Ireland,IRL,2022,11.048163
Ireland,IRL,2023,7.5490894
Israel,ISR,1980,0.01163
Israel,ISR,1981,0.01163
Israel,ISR,1982,6.45465
Israel,ISR,1983,12.16498
Israel,ISR,1984,19.689589
Israel,ISR,1985,21.48061
Israel,ISR,1986,23.853128
Israel,ISR,1987,25.39992
Israel,ISR,1988,24.341589
Israel,ISR,1989,26.29543
Israel,ISR,1990,27.565228
Israel,ISR,1991,29.848463
Israel,ISR,1992,36.737354
Israel,ISR,1993,41.50656
Israel,ISR,1994,43.992268
Israel,ISR,1995,48.019012
Israel,ISR,1996,58.213406
Israel,ISR,1997,63.302193
Israel,ISR,1998,67.9536
Israel,ISR,1999,66.74111
Israel,ISR,2000,72.74457
Israel,ISR,2001,83.96879
Israel,ISR,2002,88.76048
Israel,ISR,2003,91.98803
Israel,ISR,2004,92.87359
Israel,ISR,2005,92.33707
Israel,ISR,2006,91.28712
Israel,ISR,2007,93.35963
Israel,ISR,2008,91.8698
Israel,ISR,2009,89.96574
Israel,ISR,2010,89.91976
Israel,ISR,2011,92.25194
Israel,ISR,2012,102.468956
Israel,ISR,2013,82.44158
Israel,ISR,2014,76.612236
Israel,ISR,2015,75.027176
Israel,ISR,2016,64.12097
Israel,ISR,2017,58.192833
Israel,ISR,2018,54.78136
Israel,ISR,2019,57.898838
Israel,ISR,2020,50.470398
Israel,ISR,2021,45.23372
Israel,ISR,2022,44.42776
Israel,ISR,2023,38.417072
Italy,ITA,1965,100.32037
Italy,ITA,1966,104.34436
Italy,ITA,1967,114.34616
Italy,ITA,1968,110.74086
Italy,ITA,1969,113.671616
Italy,ITA,1970,114.78809
Italy,ITA,1971,110.892044
Italy,ITA,1972,103.192986
Italy,ITA,1973,104.70489
Italy,ITA,1974,114.02052
Italy,ITA,1975,114.3229
Italy,ITA,1976,113.35761
Italy,ITA,1977,111.47355
Italy,ITA,1978,113.392494
Italy,ITA,1979,124.440994
Italy,ITA,1980,146.00302
Italy,ITA,1981,149.63158
Italy,ITA,1982,167.29755
Italy,ITA,1983,156.58632
Italy,ITA,1984,177.5901
Italy,ITA,1985,175.33388
Italy,ITA,1986,172.34497
Italy,ITA,1987,171.0773
Italy,ITA,1988,160.35443
Italy,ITA,1989,167.30917
Italy,ITA,1990,170.25906
Italy,ITA,1991,161.72418
Italy,ITA,1992,141.86089
Italy,ITA,1993,124.069534
Italy,ITA,1994,131.00253
Italy,ITA,1995,140.90717
Italy,ITA,1996,129.6575
Italy,ITA,1997,131.55106
Italy,ITA,1998,136.56216
Italy,ITA,1999,136.37933
Italy,ITA,2000,145.58014
Italy,ITA,2001,154.69652
Italy,ITA,2002,159.67827
Italy,ITA,2003,172.29904
Italy,ITA,2004,193.01271
Italy,ITA,2005,191.53352
Italy,ITA,2006,193.91122
Italy,ITA,2007,189.84833
Italy,ITA,2008,183.7009
Italy,ITA,2009,143.82344
Italy,ITA,2010,159.02751
Italy,ITA,2011,178.26997
Italy,ITA,2012,182.7333
Italy,ITA,2013,157.4031
Italy,ITA,2014,153.44742
Italy,ITA,2015,143.39546
Italy,ITA,2016,127.73232
Italy,ITA,2017,111.903915
Italy,ITA,2018,102.56716
Italy,ITA,2019,77.53442
Italy,ITA,2020,59.252834
Italy,ITA,2021,65.18218
Italy,ITA,2022,86.38467
Italy,ITA,2023,60.217636
Japan,JPN,1965,566.5229
Japan,JPN,1966,603.7728
Japan,JPN,1967,663.1947
Japan,JPN,1968,682.455
Japan,JPN,1969,728.98267
Japan,JPN,1970,702.30524
Japan,JPN,1971,637.666
Japan,JPN,1972,623.12146
Japan,JPN,1973,658.8215
Japan,JPN,1974,698.3457
Japan,JPN,1975,653.26324
Japan,JPN,1976,638.7905
Japan,JPN,1977,602.65674
Japan,JPN,1978,545.7324
Japan,JPN,1979,582.8143
Japan,JPN,1980,677.0605
Japan,JPN,1981,759.06995
Japan,JPN,1982,723.9473
Japan,JPN,1983,713.58234
Japan,JPN,1984,797.98047
Japan,JPN,1985,832.8265
Japan,JPN,1986,793.0756
Japan,JPN,1987,809.3264
Japan,JPN,1988,874.77185
Japan,JPN,1989,876.16406
Japan,JPN,1990,907.6897
Japan,JPN,1991,900.4807
Japan,JPN,1992,885.25464
Japan,JPN,1993,902.8055
Japan,JPN,1994,945.3257
Japan,JPN,1995,979.8555
Japan,JPN,1996,1005.58246
Japan,JPN,1997,1032.946
Japan,JPN,1998,984.71936
Japan,JPN,1999,1035.9772
Japan,JPN,2000,1110.6033
Japan,JPN,2001,1137.1547
Japan,JPN,2002,1207.9081
Japan,JPN,2003,1241.2594
Japan,JPN,2004,1274.1025
Japan,JPN,2005,1334.8142
Japan,JPN,2006,1312.1417
Japan,JPN,2007,1377.4036
Japan,JPN,2008,1414.7809
Japan,JPN,2009,1186.9474
Japan,JPN,2010,1352.7345
Japan,JPN,2011,1282.6497
Japan,JPN,2012,1354.1991
Japan,JPN,2013,1409.438
Japan,JPN,2014,1385.7355
Japan,JPN,2015,1397.981
Japan,JPN,2016,1395.3855
Japan,JPN,2017,1415.9634
Japan,JPN,2018,1386.5973
Japan,JPN,2019,1362.5938
Japan,JPN,2020,1270.7518
Japan,JPN,2021,1369.4674
Japan,JPN,2022,1365.5248
Japan,JPN,2023,1260.1105
Kazakhstan,KAZ,1985,443.4984
Kazakhstan,KAZ,1986,465.9676
Kazakhstan,KAZ,1987,484.1569
Kazakhstan,KAZ,1988,505.0211
Kazakhstan,KAZ,1989,482.01697
Kazakhstan,KAZ,1990,450.30725
Kazakhstan,KAZ,1991,439.57452
Kazakhstan,KAZ,1992,442.82013
Kazakhstan,KAZ,1993,402.12625
Kazakhstan,KAZ,1994,393.3724
Kazakhstan,KAZ,1995,317.6904
Kazakhstan,KAZ,1996,283.7429
Kazakhstan,KAZ,1997,243.58575
Kazakhstan,KAZ,1998,239.85452
Kazakhstan,KAZ,1999,222.0837
Kazakhstan,KAZ,2000,207.46405
Kazakhstan,KAZ,2001,259.34784
Kazakhstan,KAZ,2002,262.75076
Kazakhstan,KAZ,2003,290.11264
Kazakhstan,KAZ,2004,309.25217
Kazakhstan,KAZ,2005,312.6714
Kazakhstan,KAZ,2006,329.56393
Kazakhstan,KAZ,2007,362.14423
Kazakhstan,KAZ,2008,392.9506
Kazakhstan,KAZ,2009,359.7931
Kazakhstan,KAZ,2010,388.25568
Kazakhstan,KAZ,2011,422.64
Kazakhstan,KAZ,2012,440.26526
Kazakhstan,KAZ,2013,435.88074
Kazakhstan,KAZ,2014,430.71915
Kazakhstan,KAZ,2015,318.00595
Kazakhstan,KAZ,2016,371.23032
Kazakhstan,KAZ,2017,407.11954
Kazakhstan,KAZ,2018,423.42175
Kazakhstan,KAZ,2019,400.9196
Kazakhstan,KAZ,2020,379.28656
Kazakhstan,KAZ,2021,389.98877
Kazakhstan,KAZ,2022,391.72864
Kazakhstan,KAZ,2023,385.026
Kuwait,KWT,2000,0.00028987223
Kuwait,KWT,2001,0.0007562556
Kuwait,KWT,2002,0.0032793332
Kuwait,KWT,2003,0.0010898722
Kuwait,KWT,2004,0.0009850917
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0.027147556
Kuwait,KWT,2007,0.0046203053
Kuwait,KWT,2008,0.0078150835
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0.044709165
Kuwait,KWT,2011,0.15746082
Kuwait,KWT,2012,0.75596887
Kuwait,KWT,2013,3.1863277
Kuwait,KWT,2014,2.532947
Kuwait,KWT,2015,2.099681
Kuwait,KWT,2016,2.5887494
Kuwait,KWT,2017,1.959468
Kuwait,KWT,2018,2.7321103
Kuwait,KWT,2019,2.2074833
Kuwait,KWT,2020,0.55594414
Kuwait,KWT,2021,1.0743189
Kuwait,KWT,2022,1.5328642
Kuwait,KWT,2023,1.5328642
Latvia,LVA,1985,8.443379
Latvia,LVA,1986,10.654708
Latvia,LVA,1987,9.755941
Latvia,LVA,1988,9.792228
Latvia,LVA,1989,7.9967875
Latvia,LVA,1990,8.239855
Latvia,LVA,1991,7.22223
Latvia,LVA,1992,6.353469
Latvia,LVA,1993,5.8068585
Latvia,LVA,1994,4.3682275
Latvia,LVA,1995,3.1075358
Latvia,LVA,1996,2.9133148
Latvia,LVA,1997,2.602794
Latvia,LVA,1998,1.920113
Latvia,LVA,1999,1.4839879
Latvia,LVA,2000,1.530508
Latvia,LVA,2001,1.4281639
Latvia,LVA,2002,1.15137
Latvia,LVA,2003,1.0327438
Latvia,LVA,2004,0.78153604
Latvia,LVA,2005,0.94086695
Latvia,LVA,2006,1.008321
Latvia,LVA,2007,1.246736
Latvia,LVA,2008,1.2425
Latvia,LVA,2009,0.9941667
Latvia,LVA,2010,1.2677777
Latvia,LVA,2011,1.2866666
Latvia,LVA,2012,1.0666666
Latvia,LVA,2013,0.845
Latvia,LVA,2014,0.69666666
Latvia,LVA,2015,0.5447222
Latvia,LVA,2016,0.47583333
Latvia,LVA,2017,0.48027778
Latvia,LVA,2018,0.56361115
Latvia,LVA,2019,0.47666666
Latvia,LVA,2020,0.28611112
Latvia,LVA,2021,0.22388889
Latvia,LVA,2022,0.16444445
Latvia,LVA,2023,0.08984139
Lithuania,LTU,1985,9.457702
Lithuania,LTU,1986,11.0072365
Lithuania,LTU,1987,10.835299
Lithuania,LTU,1988,10.923088
Lithuania,LTU,1989,10.205695
Lithuania,LTU,1990,9.271436
Lithuania,LTU,1991,10.355351
Lithuania,LTU,1992,4.853199
Lithuania,LTU,1993,4.3030996
Lithuania,LTU,1994,3.572736
Lithuania,LTU,1995,2.854002
Lithuania,LTU,1996,2.622565
Lithuania,LTU,1997,2.120149
Lithuania,LTU,1998,1.8491699
Lithuania,LTU,1999,1.5781912
Lithuania,LTU,2000,1.0734489
Lithuania,LTU,2001,0.9745939
Lithuania,LTU,2002,1.571213
Lithuania,LTU,2003,2.029435
Lithuania,LTU,2004,1.961981
Lithuania,LTU,2005,2.1492238
Lithuania,LTU,2006,2.9191298
Lithuania,LTU,2007,2.901685
Lithuania,LTU,2008,2.462071
Lithuania,LTU,2009,1.9573288
Lithuania,LTU,2010,2.40741
Lithuania,LTU,2011,2.787711
Lithuania,LTU,2012,2.7179308
Lithuania,LTU,2013,3.127307
Lithuania,LTU,2014,2.645825
Lithuania,LTU,2015,2.121312
Lithuania,LTU,2016,2.1492238
Lithuania,LTU,2017,2.3039029
Lithuania,LTU,2018,2.458582
Lithuania,LTU,2019,2.308555
Lithuania,LTU,2020,1.801487
Lithuania,LTU,2021,2.1585279
Lithuania,LTU,2022,2.138757
Lithuania,LTU,2023,1.310498
Lower-middle-income countries,,1965,450.46725
Lower-middle-income countries,,1966,447.32184
Lower-middle-income countries,,1967,456.40146
Lower-middle-income countries,,1968,473.57254
Lower-middle-income countries,,1969,501.00674
Lower-middle-income countries,,1970,476.3056
Lower-middle-income countries,,1971,478.8056
Lower-middle-income countries,,1972,500.95065
Lower-middle-income countries,,1973,503.01996
Lower-middle-income countries,,1974,568.31274
Lower-middle-income countries,,1975,624.67706
Lower-middle-income countries,,1976,646.5225
Lower-middle-income countries,,1977,679.1385
Lower-middle-income countries,,1978,652.2042
Lower-middle-income countries,,1979,695.4655
Lower-middle-income countries,,1980,722.984
Lower-middle-income countries,,1981,810.51184
Lower-middle-income countries,,1982,821.5421
Lower-middle-income countries,,1983,869.05457
Lower-middle-income countries,,1984,909.7381
Lower-middle-income countries,,1985,1962.0399
Lower-middle-income countries,,1986,2026.7184
Lower-middle-income countries,,1987,2116.571
Lower-middle-income countries,,1988,2138.463
Lower-middle-income countries,,1989,2142.7717
Lower-middle-income countries,,1990,2368.4648
Lower-middle-income countries,,1991,2345.102
Lower-middle-income countries,,1992,2405.7087
Lower-middle-income countries,,1993,2367.208
Lower-middle-income countries,,1994,2267.9404
Lower-middle-income countries,,1995,2365.973
Lower-middle-income countries,,1996,2279.9263
Lower-middle-income countries,,1997,2363.436
Lower-middle-income countries,,1998,2443.1926
Lower-middle-income countries,,1999,2409.417
Lower-middle-income countries,,2000,2568.3284
Lower-middle-income countries,,2001,2583.1924
Lower-middle-income countries,,2002,2682.4963
Lower-middle-income countries,,2003,2806.5264
Lower-middle-income countries,,2004,2959.4082
Lower-middle-income countries,,2005,3201.9749
Lower-middle-income countries,,2006,3294.0898
Lower-middle-income countries,,2007,3578.891
Lower-middle-income countries,,2008,3885.7856
Lower-middle-income countries,,2009,4021.966
Lower-middle-income countries,,2010,4171.666
Lower-middle-income countries,,2011,4382.344
Lower-middle-income countries,,2012,4696.0596
Lower-middle-income countries,,2013,4935.5337
Lower-middle-income countries,,2014,5337.7485
Lower-middle-income countries,,2015,5438.034
Lower-middle-income countries,,2016,5640.4453
Lower-middle-income countries,,2017,5766.9624
Lower-middle-income countries,,2018,6249.589
Lower-middle-income countries,,2019,6442.2637
Lower-middle-income countries,,2020,6188.026
Lower-middle-income countries,,2021,6829.342
Lower-middle-income countries,,2022,6868.136
Lower-middle-income countries,,2023,7554.458
Luxembourg,LUX,1965,31.716173
Luxembourg,LUX,1966,28.63771
Luxembourg,LUX,1967,26.833899
Luxembourg,LUX,1968,28.762152
Luxembourg,LUX,1969,30.555498
Luxembourg,LUX,1970,31.330057
Luxembourg,LUX,1971,28.872639
Luxembourg,LUX,1972,28.415579
Luxembourg,LUX,1973,28.156229
Luxembourg,LUX,1974,30.017029
Luxembourg,LUX,1975,22.825037
Luxembourg,LUX,1976,21.138687
Luxembourg,LUX,1977,18.219559
Luxembourg,LUX,1978,19.262768
Luxembourg,LUX,1979,21.39106
Luxembourg,LUX,1980,21.220097
Luxembourg,LUX,1981,17.067024
Luxembourg,LUX,1982,15.716782
Luxembourg,LUX,1983,14.422362
Luxembourg,LUX,1984,16.419233
Luxembourg,LUX,1985,16.297117
Luxembourg,LUX,1986,14.482839
Luxembourg,LUX,1987,10.434436
Luxembourg,LUX,1988,10.640286
Luxembourg,LUX,1989,13.181441
Luxembourg,LUX,1990,12.797652
Luxembourg,LUX,1991,12.1731205
Luxembourg,LUX,1992,11.46718
Luxembourg,LUX,1993,11.848643
Luxembourg,LUX,1994,10.216955
Luxembourg,LUX,1995,5.7463827
Luxembourg,LUX,1996,5.4149275
Luxembourg,LUX,1997,3.435502
Luxembourg,LUX,1998,1.1432289
Luxembourg,LUX,1999,1.156022
Luxembourg,LUX,2000,1.2758111
Luxembourg,LUX,2001,1.376992
Luxembourg,LUX,2002,0.85713106
Luxembourg,LUX,2003,0.6582581
Luxembourg,LUX,2004,0.9245849
Luxembourg,LUX,2005,0.90248805
Luxembourg,LUX,2006,1.076938
Luxembourg,LUX,2007,0.9117919
Luxembourg,LUX,2008,0.87108696
Luxembourg,LUX,2009,0.7780469
Luxembourg,LUX,2010,0.77921
Luxembourg,LUX,2011,0.67919195
Luxembourg,LUX,2012,0.62453115
Luxembourg,LUX,2013,0.55707693
Luxembourg,LUX,2014,0.6209489
Luxembourg,LUX,2015,0.5714516
Luxembourg,LUX,2016,0.59231585
Luxembourg,LUX,2017,0.54795915
Luxembourg,LUX,2018,0.48566887
Luxembourg,LUX,2019,0.5321655
Luxembourg,LUX,2020,0.44708055
Luxembourg,LUX,2021,0.45853612
Luxembourg,LUX,2022,0.47766748
Luxembourg,LUX,2023,0.38948774
Malaysia,MYS,1965,0.17445
Malaysia,MYS,1966,0.23259999
Malaysia,MYS,1967,0.13956
Malaysia,MYS,1968,0.13956
Malaysia,MYS,1969,0.17445
Malaysia,MYS,1970,0.18608
Malaysia,MYS,1971,0.47683
Malaysia,MYS,1972,1.20952
Malaysia,MYS,1973,1.15137
Malaysia,MYS,1974,1.15137
Malaysia,MYS,1975,0.10467
Malaysia,MYS,1976,0.116299994
Malaysia,MYS,1977,0.12793
Malaysia,MYS,1978,0.27912
Malaysia,MYS,1979,0.39541999
Malaysia,MYS,1980,0.5815
Malaysia,MYS,1981,1.0815899
Malaysia,MYS,1982,0.98855
Malaysia,MYS,1983,2.5702298
Malaysia,MYS,1984,2.7795699
Malaysia,MYS,1985,3.70997
Malaysia,MYS,1986,2.75631
Malaysia,MYS,1987,3.8030097
Malaysia,MYS,1988,3.0238
Malaysia,MYS,1989,13.921109
Malaysia,MYS,1990,15.411066
Malaysia,MYS,1991,18.15391
Malaysia,MYS,1992,19.060444
Malaysia,MYS,1993,15.934066
Malaysia,MYS,1994,17.700644
Malaysia,MYS,1995,19.39749
Malaysia,MYS,1996,19.490465
Malaysia,MYS,1997,18.851244
Malaysia,MYS,1998,20.118065
Malaysia,MYS,1999,22.54711
Malaysia,MYS,2000,28.892843
Malaysia,MYS,2001,34.52962
Malaysia,MYS,2002,42.328133
Malaysia,MYS,2003,61.78373
Malaysia,MYS,2004,77.078575
Malaysia,MYS,2005,80.06548
Malaysia,MYS,2006,84.81897
Malaysia,MYS,2007,102.8218
Malaysia,MYS,2008,113.688576
Malaysia,MYS,2009,123.46287
Malaysia,MYS,2010,171.74158
Malaysia,MYS,2011,171.68346
Malaysia,MYS,2012,184.58412
Malaysia,MYS,2013,175.11201
Malaysia,MYS,2014,178.48247
Malaysia,MYS,2015,202.29639
Malaysia,MYS,2016,217.84692
Malaysia,MYS,2017,241.40518
Malaysia,MYS,2018,258.9431
Malaysia,MYS,2019,244.72913
Malaysia,MYS,2020,288.0916
Malaysia,MYS,2021,266.34647
Malaysia,MYS,2022,263.04807
Malaysia,MYS,2023,272.94327
Mexico,MEX,1965,8.0222225
Mexico,MEX,1966,8.556944
Mexico,MEX,1967,10.499444
Mexico,MEX,1968,11.006389
Mexico,MEX,1969,11.156944
Mexico,MEX,1970,12.5125
Mexico,MEX,1971,15.708611
Mexico,MEX,1972,17.361666
Mexico,MEX,1973,18.6125
Mexico,MEX,1974,20.562498
Mexico,MEX,1975,23.618334
Mexico,MEX,1976,18.125
Mexico,MEX,1977,26.07
Mexico,MEX,1978,27.181387
Mexico,MEX,1979,26.703054
Mexico,MEX,1980,27.038055
Mexico,MEX,1981,23.898888
Mexico,MEX,1982,28.62111
Mexico,MEX,1983,32.584164
Mexico,MEX,1984,32.676945
Mexico,MEX,1985,35.421665
Mexico,MEX,1986,39.0575
Mexico,MEX,1987,37.772778
Mexico,MEX,1988,35.750553
Mexico,MEX,1989,39.57333
Mexico,MEX,1990,39.24111
Mexico,MEX,1991,37.954998
Mexico,MEX,1992,38.3825
Mexico,MEX,1993,43.2925
Mexico,MEX,1994,52.318333
Mexico,MEX,1995,58.25861
Mexico,MEX,1996,66.79972
Mexico,MEX,1997,66.86417
Mexico,MEX,1998,68.34778
Mexico,MEX,1999,69.5475
Mexico,MEX,2000,76.18694
Mexico,MEX,2001,83.67358
Mexico,MEX,2002,140.1058
Mexico,MEX,2003,103.318375
Mexico,MEX,2004,105.719696
Mexico,MEX,2005,133.42952
Mexico,MEX,2006,143.19829
Mexico,MEX,2007,131.58376
Mexico,MEX,2008,117.545296
Mexico,MEX,2009,119.74645
Mexico,MEX,2010,148.11874
Mexico,MEX,2011,171.32704
Mexico,MEX,2012,149.266
Mexico,MEX,2013,148.2266
Mexico,MEX,2014,147.93884
Mexico,MEX,2015,147.65045
Mexico,MEX,2016,144.6333
Mexico,MEX,2017,176.75279
Mexico,MEX,2018,157.54546
Mexico,MEX,2019,150.41484
Mexico,MEX,2020,66.491
Mexico,MEX,2021,55.12622
Mexico,MEX,2022,67.836945
Mexico,MEX,2023,73.32188
Middle Africa (EI),,1965,2.1163046
Middle Africa (EI),,1966,2.3354974
Middle Africa (EI),,1967,2.228807
Middle Africa (EI),,1968,2.4406872
Middle Africa (EI),,1969,2.6214695
Middle Africa (EI),,1970,2.4938266
Middle Africa (EI),,1971,2.585668
Middle Africa (EI),,1972,2.4599504
Middle Africa (EI),,1973,2.4970047
Middle Africa (EI),,1974,2.4504874
Middle Africa (EI),,1975,2.3962684
Middle Africa (EI),,1976,2.5765798
Middle Africa (EI),,1977,2.605806
Middle Africa (EI),,1978,2.439195
Middle Africa (EI),,1979,2.187952
Middle Africa (EI),,1980,2.439195
Middle Africa (EI),,1981,2.4812376
Middle Africa (EI),,1982,2.3938725
Middle Africa (EI),,1983,2.3467014
Middle Africa (EI),,1984,2.3930585
Middle Africa (EI),,1985,2.3862667
Middle Africa (EI),,1986,2.4299722
Middle Africa (EI),,1987,2.4647808
Middle Africa (EI),,1988,2.4874594
Middle Africa (EI),,1989,2.5553205
Middle Africa (EI),,1990,2.580347
Middle Africa (EI),,1991,0.60795975
Middle Africa (EI),,1992,0.6081353
Middle Africa (EI),,1993,0.10017
Middle Africa (EI),,1994,0.078681946
Middle Africa (EI),,1995,0.6651777
Middle Africa (EI),,1996,0.6796275
Middle Africa (EI),,1997,0.6916186
Middle Africa (EI),,1998,0.72996247
Middle Africa (EI),,1999,0.5200061
Middle Africa (EI),,2000,0.44506636
Middle Africa (EI),,2001,0.3242847
Middle Africa (EI),,2002,0.3100211
Middle Africa (EI),,2003,0.32174194
Middle Africa (EI),,2004,0.8604586
Middle Africa (EI),,2005,1.0272586
Middle Africa (EI),,2006,1.30677
Middle Africa (EI),,2007,1.4287635
Middle Africa (EI),,2008,1.2114172
Middle Africa (EI),,2009,1.5565578
Middle Africa (EI),,2010,1.5851187
Middle Africa (EI),,2011,1.4435052
Middle Africa (EI),,2012,0.55446357
Middle Africa (EI),,2013,0.3627111
Middle Africa (EI),,2014,0.2061
Middle Africa (EI),,2015,0.8644883
Middle Africa (EI),,2016,0.86420083
Middle Africa (EI),,2017,3.2909293
Middle Africa (EI),,2018,3.8940535
Middle Africa (EI),,2019,3.1118686
Middle Africa (EI),,2020,3.2948096
Middle Africa (EI),,2021,4.054921
Middle Africa (EI),,2022,4.8229737
Middle Africa (EI),,2023,6.4590945
Middle East (EI),,1965,2.5297084
Middle East (EI),,1966,2.770807
Middle East (EI),,1967,3.0530448
Middle East (EI),,1968,3.357065
Middle East (EI),,1969,3.7021763
Middle East (EI),,1970,4.0724187
Middle East (EI),,1971,2.8985448
Middle East (EI),,1972,4.4643726
