Entity,Code,Year,Gas (% equivalent primary energy)
Upper-middle-income countries,,1975,17.205894
Upper-middle-income countries,,1976,18.122349
Upper-middle-income countries,,1977,18.48591
Upper-middle-income countries,,1978,18.823086
Upper-middle-income countries,,1979,19.481024
Upper-middle-income countries,,1980,19.556976
Upper-middle-income countries,,1981,20.1583
Upper-middle-income countries,,1982,21.040234
Upper-middle-income countries,,1983,21.902245
Upper-middle-income countries,,1984,22.718441
Upper-middle-income countries,,1985,21.264181
Upper-middle-income countries,,1986,21.296824
Upper-middle-income countries,,1987,21.409931
Upper-middle-income countries,,1988,21.72555
Upper-middle-income countries,,1989,21.827076
Upper-middle-income countries,,1990,21.945614
Upper-middle-income countries,,1991,22.341707
Upper-middle-income countries,,1992,21.754602
Upper-middle-income countries,,1993,21.631565
Upper-middle-income countries,,1994,20.887506
Upper-middle-income countries,,1995,20.658213
Upper-middle-income countries,,1996,20.803116
Upper-middle-income countries,,1997,19.956312
Upper-middle-income countries,,1998,20.775032
Upper-middle-income countries,,1999,20.663992
Upper-middle-income countries,,2000,20.66283
Upper-middle-income countries,,2001,20.72945
Upper-middle-income countries,,2002,20.368156
Upper-middle-income countries,,2003,19.666883
Upper-middle-income countries,,2004,18.855244
Upper-middle-income countries,,2005,18.38355
Upper-middle-income countries,,2006,18.407745
Upper-middle-income countries,,2007,18.099157
Upper-middle-income countries,,2008,18.00987
Upper-middle-income countries,,2009,17.463217
Upper-middle-income countries,,2010,17.737228
Upper-middle-income countries,,2011,17.708046
Upper-middle-income countries,,2012,17.696705
Upper-middle-income countries,,2013,17.781687
Upper-middle-income countries,,2014,17.924318
Upper-middle-income countries,,2015,18.002262
Upper-middle-income countries,,2016,18.251097
Upper-middle-income countries,,2017,18.592695
Upper-middle-income countries,,2018,18.983461
Upper-middle-income countries,,2019,18.645079
Upper-middle-income countries,,2020,18.561216
Upper-middle-income countries,,2021,18.943346
Upper-middle-income countries,,2022,18.423985
Upper-middle-income countries,,2023,18.066427
Uzbekistan,UZB,1985,66.81074
Uzbekistan,UZB,1986,65.63553
Uzbekistan,UZB,1987,65.94514
Uzbekistan,UZB,1988,64.58469
Uzbekistan,UZB,1989,65.96794
Uzbekistan,UZB,1990,67.087166
Uzbekistan,UZB,1991,68.60433
Uzbekistan,UZB,1992,72.72665
Uzbekistan,UZB,1993,76.05089
Uzbekistan,UZB,1994,78.124054
Uzbekistan,UZB,1995,79.06416
Uzbekistan,UZB,1996,79.92934
Uzbekistan,UZB,1997,79.024826
Uzbekistan,UZB,1998,79.31581
Uzbekistan,UZB,1999,81.94599
Uzbekistan,UZB,2000,81.829956
Uzbekistan,UZB,2001,82.29187
Uzbekistan,UZB,2002,82.66598
Uzbekistan,UZB,2003,82.33756
Uzbekistan,UZB,2004,82.787415
Uzbekistan,UZB,2005,83.53946
Uzbekistan,UZB,2006,82.5165
Uzbekistan,UZB,2007,84.05762
Uzbekistan,UZB,2008,84.25227
Uzbekistan,UZB,2009,84.04414
Uzbekistan,UZB,2010,83.70083
Uzbekistan,UZB,2011,86.09396
Uzbekistan,UZB,2012,85.24746
Uzbekistan,UZB,2013,84.80632
Uzbekistan,UZB,2014,85.557976
Uzbekistan,UZB,2015,86.02833
Uzbekistan,UZB,2016,82.93859
Uzbekistan,UZB,2017,83.7
Uzbekistan,UZB,2018,82.204414
Uzbekistan,UZB,2019,82.26844
Uzbekistan,UZB,2020,80.714386
Uzbekistan,UZB,2021,82.233986
Uzbekistan,UZB,2022,82.08199
Uzbekistan,UZB,2023,79.703445
Venezuela,VEN,1965,39.26177
Venezuela,VEN,1966,40.780888
Venezuela,VEN,1967,42.381496
Venezuela,VEN,1968,40.5425
Venezuela,VEN,1969,41.265625
Venezuela,VEN,1970,38.124893
Venezuela,VEN,1971,36.343067
Venezuela,VEN,1972,34.17306
Venezuela,VEN,1973,36.792606
Venezuela,VEN,1974,37.589123
Venezuela,VEN,1975,35.152306
Venezuela,VEN,1976,39.854465
Venezuela,VEN,1977,39.035202
Venezuela,VEN,1978,38.54921
Venezuela,VEN,1979,39.160732
Venezuela,VEN,1980,36.02202
Venezuela,VEN,1981,34.911324
Venezuela,VEN,1982,36.52593
Venezuela,VEN,1983,36.094837
Venezuela,VEN,1984,39.156715
Venezuela,VEN,1985,38.174553
Venezuela,VEN,1986,39.117386
Venezuela,VEN,1987,38.148895
Venezuela,VEN,1988,37.49365
Venezuela,VEN,1989,38.177532
Venezuela,VEN,1990,40.39684
Venezuela,VEN,1991,40.009163
Venezuela,VEN,1992,36.487736
Venezuela,VEN,1993,39.79851
Venezuela,VEN,1994,38.77772
Venezuela,VEN,1995,41.966225
Venezuela,VEN,1996,46.55544
Venezuela,VEN,1997,45.66764
Venezuela,VEN,1998,47.744675
Venezuela,VEN,1999,41.572636
Venezuela,VEN,2000,40.149155
Venezuela,VEN,2001,40.205826
Venezuela,VEN,2002,38.66094
Venezuela,VEN,2003,38.144516
Venezuela,VEN,2004,38.59357
Venezuela,VEN,2005,35.8403
Venezuela,VEN,2006,37.41567
Venezuela,VEN,2007,38.19667
Venezuela,VEN,2008,34.88835
Venezuela,VEN,2009,33.85185
Venezuela,VEN,2010,32.67139
Venezuela,VEN,2011,32.999084
Venezuela,VEN,2012,32.810593
Venezuela,VEN,2013,31.152851
Venezuela,VEN,2014,33.582035
Venezuela,VEN,2015,38.211296
Venezuela,VEN,2016,41.837303
Venezuela,VEN,2017,44.222816
Venezuela,VEN,2018,43.440445
Venezuela,VEN,2019,38.93069
Venezuela,VEN,2020,40.846214
Venezuela,VEN,2021,46.448864
Venezuela,VEN,2022,44.68169
Venezuela,VEN,2023,42.213497
Vietnam,VNM,1981,0.17780009
Vietnam,VNM,1982,0.31627703
Vietnam,VNM,1983,1.0429951
Vietnam,VNM,1984,0.8996901
Vietnam,VNM,1985,0.55567086
Vietnam,VNM,1986,0.5342492
Vietnam,VNM,1987,0.47449505
Vietnam,VNM,1988,0.35923147
Vietnam,VNM,1989,0.44422284
Vietnam,VNM,1990,0.5004666
Vietnam,VNM,1991,0.88493574
Vietnam,VNM,1992,2.3620865
Vietnam,VNM,1993,2.4624283
Vietnam,VNM,1994,2.2042968
Vietnam,VNM,1995,1.104243
Vietnam,VNM,1996,1.8999096
Vietnam,VNM,1997,3.0515735
Vietnam,VNM,1998,4.7822213
Vietnam,VNM,1999,6.6711345
Vietnam,VNM,2000,7.209935
Vietnam,VNM,2001,7.9737277
Vietnam,VNM,2002,8.7477
Vietnam,VNM,2003,8.025639
Vietnam,VNM,2004,11.54311
Vietnam,VNM,2005,16.805698
Vietnam,VNM,2006,19.928125
Vietnam,VNM,2007,18.451748
Vietnam,VNM,2008,15.827644
Vietnam,VNM,2009,16.526043
Vietnam,VNM,2010,16.794714
Vietnam,VNM,2011,13.703944
Vietnam,VNM,2012,14.46189
Vietnam,VNM,2013,14.2700405
Vietnam,VNM,2014,13.532418
Vietnam,VNM,2015,12.446749
Vietnam,VNM,2016,11.391741
Vietnam,VNM,2017,9.880009
Vietnam,VNM,2018,8.917091
Vietnam,VNM,2019,8.184524
Vietnam,VNM,2020,7.339296
Vietnam,VNM,2021,5.9566236
Vietnam,VNM,2022,6.2675056
Vietnam,VNM,2023,5.3124533
Western Africa (EI),,1965,1.6610577
Western Africa (EI),,1966,2.8184736
Western Africa (EI),,1967,2.8248847
Western Africa (EI),,1968,2.1934438
Western Africa (EI),,1969,0.86081195
Western Africa (EI),,1970,1.3407611
Western Africa (EI),,1971,2.0491638
Western Africa (EI),,1972,2.5588236
Western Africa (EI),,1973,3.454946
Western Africa (EI),,1974,3.098942
Western Africa (EI),,1975,2.5641296
Western Africa (EI),,1976,4.240104
Western Africa (EI),,1977,5.0114813
Western Africa (EI),,1978,5.7769203
Western Africa (EI),,1979,6.8181696
Western Africa (EI),,1980,7.7049217
Western Africa (EI),,1981,10.118534
Western Africa (EI),,1982,10.116979
Western Africa (EI),,1983,12.500605
Western Africa (EI),,1984,13.086113
Western Africa (EI),,1985,11.546904
Western Africa (EI),,1986,13.642499
Western Africa (EI),,1987,12.920579
Western Africa (EI),,1988,14.585957
Western Africa (EI),,1989,16.013222
Western Africa (EI),,1990,15.640741
Western Africa (EI),,1991,14.296349
Western Africa (EI),,1992,14.320424
Western Africa (EI),,1993,16.258007
Western Africa (EI),,1994,15.089467
Western Africa (EI),,1995,16.16681
Western Africa (EI),,1996,18.472008
Western Africa (EI),,1997,17.99028
Western Africa (EI),,1998,21.590324
Western Africa (EI),,1999,15.823214
Western Africa (EI),,2000,21.304491
Western Africa (EI),,2001,24.866169
Western Africa (EI),,2002,27.286097
Western Africa (EI),,2003,28.84017
Western Africa (EI),,2004,26.995247
Western Africa (EI),,2005,26.756382
Western Africa (EI),,2006,25.67457
Western Africa (EI),,2007,29.900042
Western Africa (EI),,2008,26.062775
Western Africa (EI),,2009,20.917086
Western Africa (EI),,2010,19.400564
Western Africa (EI),,2011,25.6224
Western Africa (EI),,2012,25.71009
Western Africa (EI),,2013,24.859276
Western Africa (EI),,2014,30.518644
Western Africa (EI),,2015,39.398876
Western Africa (EI),,2016,33.718323
Western Africa (EI),,2017,33.01773
Western Africa (EI),,2018,31.516317
Western Africa (EI),,2019,31.506977
Western Africa (EI),,2020,33.247025
Western Africa (EI),,2021,37.484303
Western Africa (EI),,2022,35.592575
Western Africa (EI),,2023,35.239857
World,OWID_WRL,1965,14.53787
World,OWID_WRL,1966,15.019241
World,OWID_WRL,1967,15.553323
World,OWID_WRL,1968,16.009436
World,OWID_WRL,1969,16.449236
World,OWID_WRL,1970,16.819221
World,OWID_WRL,1971,17.317347
World,OWID_WRL,1972,17.323315
World,OWID_WRL,1973,17.153477
World,OWID_WRL,1974,17.483469
World,OWID_WRL,1975,17.362907
World,OWID_WRL,1976,17.463346
World,OWID_WRL,1977,17.40732
World,OWID_WRL,1978,17.4523
World,OWID_WRL,1979,17.938385
World,OWID_WRL,1980,18.251753
World,OWID_WRL,1981,18.53692
World,OWID_WRL,1982,18.72421
World,OWID_WRL,1983,18.706812
World,OWID_WRL,1984,19.362753
World,OWID_WRL,1985,19.282991
World,OWID_WRL,1986,19.04819
World,OWID_WRL,1987,19.34693
World,OWID_WRL,1988,19.5231
World,OWID_WRL,1989,19.999056
World,OWID_WRL,1990,20.389553
World,OWID_WRL,1991,20.738312
World,OWID_WRL,1992,20.710487
World,OWID_WRL,1993,20.752277
World,OWID_WRL,1994,20.616922
World,OWID_WRL,1995,20.883667
World,OWID_WRL,1996,21.312973
World,OWID_WRL,1997,20.976671
World,OWID_WRL,1998,21.237925
World,OWID_WRL,1999,21.476494
World,OWID_WRL,2000,21.740215
World,OWID_WRL,2001,21.819471
World,OWID_WRL,2002,21.991388
World,OWID_WRL,2003,21.838285
World,OWID_WRL,2004,21.607124
World,OWID_WRL,2005,21.457682
World,OWID_WRL,2006,21.417347
World,OWID_WRL,2007,21.6316
World,OWID_WRL,2008,21.896399
World,OWID_WRL,2009,21.78967
World,OWID_WRL,2010,22.33449
World,OWID_WRL,2011,22.354763
World,OWID_WRL,2012,22.62645
World,OWID_WRL,2013,22.586037
World,OWID_WRL,2014,22.507437
World,OWID_WRL,2015,22.857891
World,OWID_WRL,2016,22.934618
World,OWID_WRL,2017,23.222315
World,OWID_WRL,2018,23.725737
World,OWID_WRL,2019,23.927315
World,OWID_WRL,2020,24.554228
World,OWID_WRL,2021,24.280005
World,OWID_WRL,2022,23.76107
World,OWID_WRL,2023,23.298834
