Entity,Code,Year,"Energy imports, net (% of energy use)"
Albania,ALB,1971,-41.699413
Albania,ALB,1972,-53.634235
Albania,ALB,1973,-72.518524
Albania,ALB,1974,-49.218273
Albania,ALB,1975,-47.195175
Albania,ALB,1976,-41.390465
Albania,ALB,1977,-37.406963
Albania,ALB,1978,-34.85332
Albania,ALB,1979,-50.543976
Albania,ALB,1980,-12.258245
Albania,ALB,1981,-0.07642915
Albania,ALB,1982,1.1290295
Albania,ALB,1983,0.8518419
Albania,ALB,1984,-2.264095
Albania,ALB,1985,-3.8158615
Albania,ALB,1986,-3.3111959
Albania,ALB,1987,-2.5195637
Albania,ALB,1988,0.42061067
Albania,ALB,1989,-0.65685207
Albania,ALB,1990,7.9650583
Albania,ALB,1991,-2.783624
Albania,ALB,1992,-3.3762507
Albania,ALB,1993,-0.09775597
Albania,ALB,1994,9.330732
Albania,ALB,1995,6.635916
Albania,ALB,1996,6.2913027
Albania,ALB,1997,8.699857
Albania,ALB,1998,18.412903
Albania,ALB,1999,40.249672
Albania,ALB,2000,45.00241
Albania,ALB,2001,51.688786
Albania,ALB,2002,53.0441
Albania,ALB,2003,49.014633
Albania,ALB,2004,46.003815
Albania,ALB,2005,47.76617
Albania,ALB,2006,42.377003
Albania,ALB,2007,47.99839
Albania,ALB,2008,45.219326
Albania,ALB,2009,41.667244
Albania,ALB,2010,23.713985
Albania,ALB,2011,33.26029
Albania,ALB,2012,16.297869
Albania,ALB,2013,12.320705
Albania,ALB,2014,13.797971
Algeria,DZA,1971,-1098.053
Algeria,DZA,1972,-1261.3542
Algeria,DZA,1973,-1071.4097
Algeria,DZA,1974,-927.0573
Algeria,DZA,1975,-860.7418
Algeria,DZA,1976,-833.00555
Algeria,DZA,1977,-780.2669
Algeria,DZA,1978,-700.4775
Algeria,DZA,1979,-588.9017
Algeria,DZA,1980,-486.65326
Algeria,DZA,1981,-451.4989
Algeria,DZA,1982,-324.3415
Algeria,DZA,1983,-332.10593
Algeria,DZA,1984,-353.23105
Algeria,DZA,1985,-355.11755
Algeria,DZA,1986,-319.62582
Algeria,DZA,1987,-348.65274
Algeria,DZA,1988,-335.35535
Algeria,DZA,1989,-357.44406
Algeria,DZA,1990,-351.21255
Algeria,DZA,1991,-337.1058
Algeria,DZA,1992,-333.76028
Algeria,DZA,1993,-335.217
Algeria,DZA,1994,-332.9506
Algeria,DZA,1995,-340.14453
Algeria,DZA,1996,-379.8625
Algeria,DZA,1997,-405.6179
Algeria,DZA,1998,-410.45157
Algeria,DZA,1999,-415.38477
Algeria,DZA,2000,-426.80353
Algeria,DZA,2001,-405.607
Algeria,DZA,2002,-394.6625
Algeria,DZA,2003,-405.0418
Algeria,DZA,2004,-407.11578
Algeria,DZA,2005,-414.04535
Algeria,DZA,2006,-375.0793
Algeria,DZA,2007,-345.94473
Algeria,DZA,2008,-334.70245
Algeria,DZA,2009,-275.4256
Algeria,DZA,2010,-275.4635
Algeria,DZA,2011,-248.73482
Algeria,DZA,2012,-212.76593
Algeria,DZA,2013,-189.34547
Algeria,DZA,2014,-177.12436
Angola,AGO,1971,-136.78992
Angola,AGO,1972,-153.69331
Angola,AGO,1973,-182.75728
Angola,AGO,1974,-187.07536
Angola,AGO,1975,-176.5255
Angola,AGO,1976,-173.9744
Angola,AGO,1977,-166.83002
Angola,AGO,1978,-130.49094
Angola,AGO,1979,-145.52095
Angola,AGO,1980,-147.65349
Angola,AGO,1981,-124.34031
Angola,AGO,1982,-129.53694
Angola,AGO,1983,-177.16272
Angola,AGO,1984,-203.6956
Angola,AGO,1985,-215.48706
Angola,AGO,1986,-263.26978
Angola,AGO,1987,-331.78354
Angola,AGO,1988,-403.08926
Angola,AGO,1989,-394.39523
Angola,AGO,1990,-387.01804
Angola,AGO,1991,-397.26605
Angola,AGO,1992,-440.71854
Angola,AGO,1993,-386.72437
Angola,AGO,1994,-418.0932
Angola,AGO,1995,-472.4065
Angola,AGO,1996,-507.334
Angola,AGO,1997,-520.2322
Angola,AGO,1998,-542.3707
Angola,AGO,1999,-519.3524
Angola,AGO,2000,-504.159
Angola,AGO,2001,-475.11127
Angola,AGO,2002,-550.7142
Angola,AGO,2003,-501.43665
Angola,AGO,2004,-555.8095
Angola,AGO,2005,-735.8643
Angola,AGO,2006,-759.6288
Angola,AGO,2007,-858.18884
Angola,AGO,2008,-885.2459
Angola,AGO,2009,-764.54944
Angola,AGO,2010,-703.7724
Angola,AGO,2011,-619.0539
Angola,AGO,2012,-589.5061
Angola,AGO,2013,-594.54614
Angola,AGO,2014,-540.9975
Argentina,ARG,1971,9.1835785
Argentina,ARG,1972,9.454199
Argentina,ARG,1973,14.226956
Argentina,ARG,1974,14.95534
Argentina,ARG,1975,14.74383
Argentina,ARG,1976,16.545057
Argentina,ARG,1977,14.363199
Argentina,ARG,1978,12.843701
Argentina,ARG,1979,11.555825
Argentina,ARG,1980,7.168715
Argentina,ARG,1981,3.3733933
Argentina,ARG,1982,2.651543
Argentina,ARG,1983,-0.40850073
Argentina,ARG,1984,0.894509
Argentina,ARG,1985,-2.9173038
Argentina,ARG,1986,2.269006
Argentina,ARG,1987,6.381494
Argentina,ARG,1988,3.3195825
Argentina,ARG,1989,-1.5773549
Argentina,ARG,1990,-5.1097116
Argentina,ARG,1991,-5.754621
Argentina,ARG,1992,-8.781368
Argentina,ARG,1993,-14.06663
Argentina,ARG,1994,-17.16983
Argentina,ARG,1995,-24.200445
Argentina,ARG,1996,-29.506468
Argentina,ARG,1997,-32.776035
Argentina,ARG,1998,-32.97148
Argentina,ARG,1999,-32.320274
Argentina,ARG,2000,-34.652565
Argentina,ARG,2001,-45.53511
Argentina,ARG,2002,-45.622128
Argentina,ARG,2003,-41.417183
Argentina,ARG,2004,-29.824429
Argentina,ARG,2005,-26.542803
Argentina,ARG,2006,-18.15882
Argentina,ARG,2007,-12.669947
Argentina,ARG,2008,-6.2315927
Argentina,ARG,2009,-7.354513
Argentina,ARG,2010,-1.0720413
Argentina,ARG,2011,3.217909
Argentina,ARG,2012,6.141448
Argentina,ARG,2013,12.688578
Argentina,ARG,2014,13.029361
Armenia,ARM,1990,98.0705
Armenia,ARM,1991,98.18049
Armenia,ARM,1992,93.308495
Armenia,ARM,1993,82.51092
Armenia,ARM,1994,77.06829
Armenia,ARM,1995,84.318985
Armenia,ARM,1996,57.65077
Armenia,ARM,1997,70.37276
Armenia,ARM,1998,70.49798
Armenia,ARM,1999,64.121155
Armenia,ARM,2000,68.07252
Armenia,ARM,2001,69.58601
Armenia,ARM,2002,60.18361
Armenia,ARM,2003,64.51257
Armenia,ARM,2004,63.81405
Armenia,ARM,2005,65.42836
Armenia,ARM,2006,66.45051
Armenia,ARM,2007,70.78468
Armenia,ARM,2008,73.21742
Armenia,ARM,2009,68.10664
Armenia,ARM,2010,64.65123
Armenia,ARM,2011,67.344215
Armenia,ARM,2012,72.706665
Armenia,ARM,2013,72.04648
Armenia,ARM,2014,71.3413
Australia,AUS,1960,32.325474
Australia,AUS,1961,30.980072
Australia,AUS,1962,32.83598
Australia,AUS,1963,34.46592
Australia,AUS,1964,32.19658
Australia,AUS,1965,28.26915
Australia,AUS,1966,28.424042
Australia,AUS,1967,28.339088
Australia,AUS,1968,21.958988
Australia,AUS,1969,16.783468
Australia,AUS,1970,6.1499333
Australia,AUS,1971,-4.3355503
Australia,AUS,1972,-17.407513
Australia,AUS,1973,-19.156858
Australia,AUS,1974,-14.547948
Australia,AUS,1975,-24.153633
Australia,AUS,1976,-21.715837
Australia,AUS,1977,-24.06255
Australia,AUS,1978,-22.795696
Australia,AUS,1979,-27.274866
Australia,AUS,1980,-22.712162
Australia,AUS,1981,-38.69796
Australia,AUS,1982,-34.86464
Australia,AUS,1983,-53.479473
Australia,AUS,1984,-63.692978
Australia,AUS,1985,-76.5549
Australia,AUS,1986,-84.257095
Australia,AUS,1987,-91.82991
Australia,AUS,1988,-75.862785
Australia,AUS,1989,-72.074005
Australia,AUS,1990,-82.37047
Australia,AUS,1991,-96.08562
Australia,AUS,1992,-98.39685
Australia,AUS,1993,-92.35458
Australia,AUS,1994,-90.874756
Australia,AUS,1995,-101.62533
Australia,AUS,1996,-92.13294
Australia,AUS,1997,-98.47262
Australia,AUS,1998,-108.32675
Australia,AUS,1999,-101.108795
Australia,AUS,2000,-116.050705
Australia,AUS,2001,-135.64555
Australia,AUS,2002,-132.12721
Australia,AUS,2003,-127.82602
Australia,AUS,2004,-125.59655
Australia,AUS,2005,-133.66603
Australia,AUS,2006,-128.34897
Australia,AUS,2007,-134.10016
Australia,AUS,2008,-126.271996
Australia,AUS,2009,-132.23647
Australia,AUS,2010,-153.60559
Australia,AUS,2011,-143.73862
Australia,AUS,2012,-153.23718
Australia,AUS,2013,-172.43834
Australia,AUS,2014,-192.01593
Australia,AUS,2015,-190.19095
Austria,AUT,1960,32.475674
Austria,AUT,1961,35.327553
Austria,AUT,1962,39.030296
Austria,AUT,1963,40.79585
Austria,AUT,1964,42.554276
Austria,AUT,1965,40.61868
Austria,AUT,1966,41.47829
Austria,AUT,1967,44.985256
Austria,AUT,1968,50.18252
Austria,AUT,1969,54.65203
Austria,AUT,1970,55.95558
Austria,AUT,1971,60.852222
Austria,AUT,1972,63.003483
Austria,AUT,1973,63.12617
Austria,AUT,1974,62.331165
Austria,AUT,1975,61.2109
Austria,AUT,1976,66.640045
Austria,AUT,1977,63.782337
Austria,AUT,1978,64.22188
Austria,AUT,1979,66.21003
Austria,AUT,1980,67.04
Austria,AUT,1981,66.18904
Austria,AUT,1982,65.054794
Austria,AUT,1983,66.0392
Austria,AUT,1984,67.081764
Austria,AUT,1985,67.24242
Austria,AUT,1986,66.93518
Austria,AUT,1987,66.492874
Austria,AUT,1988,62.193665
Austria,AUT,1989,63.96259
Austria,AUT,1990,67.29646
Austria,AUT,1991,68.35002
Austria,AUT,1992,66.22694
Austria,AUT,1993,65.77866
Austria,AUT,1994,67.11193
Austria,AUT,1995,67.25322
Austria,AUT,1996,69.52267
Austria,AUT,1997,69.20933
Austria,AUT,1998,69.12483
Austria,AUT,1999,66.01547
Austria,AUT,2000,65.75385
Austria,AUT,2001,67.55593
Austria,AUT,2002,67.710556
Austria,AUT,2003,70.190605
Austria,AUT,2004,69.65418
Austria,AUT,2005,70.64365
Austria,AUT,2006,70.20167
Austria,AUT,2007,67.48932
Austria,AUT,2008,66.735176
Austria,AUT,2009,63.852966
Austria,AUT,2010,64.83444
Austria,AUT,2011,65.385445
Austria,AUT,2012,61.954464
Austria,AUT,2013,63.417053
Austria,AUT,2014,62.423786
Austria,AUT,2015,63.544853
Azerbaijan,AZE,1990,8.327272
Azerbaijan,AZE,1991,15.590405
Azerbaijan,AZE,1992,2.8062086
Azerbaijan,AZE,1993,1.3439418
Azerbaijan,AZE,1994,-1.0569646
Azerbaijan,AZE,1995,-6.0291796
Azerbaijan,AZE,1996,-22.574574
Azerbaijan,AZE,1997,-24.662622
Azerbaijan,AZE,1998,-37.804474
Azerbaijan,AZE,1999,-72.767525
Azerbaijan,AZE,2000,-66.50868
Azerbaijan,AZE,2001,-71.1992
Azerbaijan,AZE,2002,-70.961914
Azerbaijan,AZE,2003,-63.2466
Azerbaijan,AZE,2004,-56.920437
Azerbaijan,AZE,2005,-102.97492
Azerbaijan,AZE,2006,-185.40771
Azerbaijan,AZE,2007,-330.6913
Azerbaijan,AZE,2008,-340.4258
Azerbaijan,AZE,2009,-441.15662
Azerbaijan,AZE,2010,-465.4873
Azerbaijan,AZE,2011,-377.33276
Azerbaijan,AZE,2012,-328.9568
Azerbaijan,AZE,2013,-327.60037
Azerbaijan,AZE,2014,-310.3847
Bahrain,BHR,1971,-657.24835
Bahrain,BHR,1972,-636.5051
Bahrain,BHR,1973,-432.4202
Bahrain,BHR,1974,-404.99673
Bahrain,BHR,1975,-367.06833
Bahrain,BHR,1976,-279.93338
Bahrain,BHR,1977,-382.9009
Bahrain,BHR,1978,-361.37994
Bahrain,BHR,1979,-300.30148
Bahrain,BHR,1980,-327.35107
Bahrain,BHR,1981,-317.20486
Bahrain,BHR,1982,-203.16278
Bahrain,BHR,1983,-194.07034
Bahrain,BHR,1984,-209.5787
Bahrain,BHR,1985,-166.51332
Bahrain,BHR,1986,-203.6066
Bahrain,BHR,1987,-219.22949
Bahrain,BHR,1988,-186.06538
Bahrain,BHR,1989,-186.54025
Bahrain,BHR,1990,-173.38895
Bahrain,BHR,1991,-173.55844
Bahrain,BHR,1992,-161.53026
Bahrain,BHR,1993,-153.83667
Bahrain,BHR,1994,-135.92732
Bahrain,BHR,1995,-135.52588
Bahrain,BHR,1996,-139.48782
Bahrain,BHR,1997,-122.45519
Bahrain,BHR,1998,-117.052826
Bahrain,BHR,1999,-117.64516
Bahrain,BHR,2000,-110.0216
Bahrain,BHR,2001,-104.71852
Bahrain,BHR,2002,-101.82899
Bahrain,BHR,2003,-94.20088
Bahrain,BHR,2004,-91.97521
Bahrain,BHR,2005,-75.665504
Bahrain,BHR,2006,-66.998924
Bahrain,BHR,2007,-63.185493
Bahrain,BHR,2008,-55.765305
Bahrain,BHR,2009,-60.71546
Bahrain,BHR,2010,-59.525703
Bahrain,BHR,2011,-63.217976
Bahrain,BHR,2012,-58.330635
Bahrain,BHR,2013,-60.8813
Bahrain,BHR,2014,-61.584255
Bangladesh,BGD,1971,14.729219
Bangladesh,BGD,1972,14.267648
Bangladesh,BGD,1973,15.904799
Bangladesh,BGD,1974,16.554619
Bangladesh,BGD,1975,18.909958
Bangladesh,BGD,1976,19.17096
Bangladesh,BGD,1977,17.773043
Bangladesh,BGD,1978,18.498558
Bangladesh,BGD,1979,18.696707
Bangladesh,BGD,1980,19.724504
Bangladesh,BGD,1981,19.778925
Bangladesh,BGD,1982,19.064392
Bangladesh,BGD,1983,16.112915
Bangladesh,BGD,1984,15.264646
Bangladesh,BGD,1985,15.405366
Bangladesh,BGD,1986,15.983675
Bangladesh,BGD,1987,16.280361
Bangladesh,BGD,1988,14.760754
Bangladesh,BGD,1989,15.462558
Bangladesh,BGD,1990,15.529172
Bangladesh,BGD,1991,13.605812
Bangladesh,BGD,1992,14.240147
Bangladesh,BGD,1993,14.554455
Bangladesh,BGD,1994,14.777146
Bangladesh,BGD,1995,19.655405
Bangladesh,BGD,1996,18.954218
Bangladesh,BGD,1997,21.5947
Bangladesh,BGD,1998,21.336205
Bangladesh,BGD,1999,18.185585
Bangladesh,BGD,2000,17.007418
Bangladesh,BGD,2001,18.820145
Bangladesh,BGD,2002,18.058807
Bangladesh,BGD,2003,18.470236
Bangladesh,BGD,2004,16.028715
Bangladesh,BGD,2005,15.047354
Bangladesh,BGD,2006,13.724553
Bangladesh,BGD,2007,13.63414
Bangladesh,BGD,2008,12.821796
Bangladesh,BGD,2009,12.358458
Bangladesh,BGD,2010,14.528704
Bangladesh,BGD,2011,16.935741
Bangladesh,BGD,2012,17.791586
Bangladesh,BGD,2013,14.978324
Bangladesh,BGD,2014,16.841703
Belarus,BLR,1990,92.658775
Belarus,BLR,1991,92.16099
Belarus,BLR,1992,90.535965
Belarus,BLR,1993,89.77348
Belarus,BLR,1994,87.12376
Belarus,BLR,1995,86.58924
Belarus,BLR,1996,86.9108
Belarus,BLR,1997,86.915115
Belarus,BLR,1998,87.13571
Belarus,BLR,1999,85.49898
Belarus,BLR,2000,86.16671
Belarus,BLR,2001,85.83854
Belarus,BLR,2002,85.776955
Belarus,BLR,2003,86.598625
Belarus,BLR,2004,86.83924
Belarus,BLR,2005,86.18004
Belarus,BLR,2006,86.76439
Belarus,BLR,2007,86.198364
Belarus,BLR,2008,86.312065
Belarus,BLR,2009,85.63561
Belarus,BLR,2010,85.62244
Belarus,BLR,2011,85.89554
Belarus,BLR,2012,86.50143
Belarus,BLR,2013,85.389626
Belarus,BLR,2014,86.7797
Belgium,BEL,1960,39.309128
Belgium,BEL,1961,43.14416
Belgium,BEL,1962,48.940453
Belgium,BEL,1963,52.75579
Belgium,BEL,1964,53.11794
Belgium,BEL,1965,58.10718
Belgium,BEL,1966,62.420204
Belgium,BEL,1967,66.27436
Belgium,BEL,1968,73.16633
Belgium,BEL,1969,77.911514
Belgium,BEL,1970,82.16571
Belgium,BEL,1971,82.74168
Belgium,BEL,1972,84.883125
Belgium,BEL,1973,85.84725
Belgium,BEL,1974,86.353424
Belgium,BEL,1975,81.17922
Belgium,BEL,1976,80.87422
Belgium,BEL,1977,79.92207
Belgium,BEL,1978,82.57517
Belgium,BEL,1979,84.456406
Belgium,BEL,1980,82.695656
Belgium,BEL,1981,81.2207
Belgium,BEL,1982,78.13934
Belgium,BEL,1983,73.26182
Belgium,BEL,1984,71.645065
Belgium,BEL,1985,68.35948
Belgium,BEL,1986,67.85291
Belgium,BEL,1987,68.96126
Belgium,BEL,1988,71.5571
Belgium,BEL,1989,72.820175
Belgium,BEL,1990,72.664764
Belgium,BEL,1991,74.094734
Belgium,BEL,1992,74.86705
Belgium,BEL,1993,75.52074
Belgium,BEL,1994,77.84738
Belgium,BEL,1995,77.649086
Belgium,BEL,1996,78.02541
Belgium,BEL,1997,76.16717
Belgium,BEL,1998,77.07165
Belgium,BEL,1999,75.772446
Belgium,BEL,2000,76.36884
Belgium,BEL,2001,77.00948
Belgium,BEL,2002,75.768745
Belgium,BEL,2003,76.38541
Belgium,BEL,2004,76.41272
Belgium,BEL,2005,76.1111
Belgium,BEL,2006,76.13443
Belgium,BEL,2007,74.38493
Belgium,BEL,2008,75.648544
Belgium,BEL,2009,73.43279
Belgium,BEL,2010,74.261185
Belgium,BEL,2011,71.38626
Belgium,BEL,2012,73.70403
Belgium,BEL,2013,73.19207
Belgium,BEL,2014,76.25886
Belgium,BEL,2015,80.09179
Benin,BEN,1971,9.2973795
Benin,BEN,1972,11.697405
Benin,BEN,1973,11.814045
Benin,BEN,1974,11.950986
Benin,BEN,1975,12.695668
Benin,BEN,1976,8.137615
Benin,BEN,1977,9.4318495
Benin,BEN,1978,10.907232
Benin,BEN,1979,10.383984
Benin,BEN,1980,10.422831
Benin,BEN,1981,-8.05452
Benin,BEN,1982,-7.6539774
Benin,BEN,1983,7.6065326
Benin,BEN,1984,8.735905
Benin,BEN,1985,-10.443363
Benin,BEN,1986,-14.341231
Benin,BEN,1987,-11.7415695
Benin,BEN,1988,-6.6412177
Benin,BEN,1989,-5.499503
Benin,BEN,1990,-6.7570567
Benin,BEN,1991,-6.9275126
Benin,BEN,1992,-3.0066714
Benin,BEN,1993,-3.885711
Benin,BEN,1994,-2.3892715
Benin,BEN,1995,-0.25803587
Benin,BEN,1996,10.604862
Benin,BEN,1997,15.408436
Benin,BEN,1998,15.970462
Benin,BEN,1999,22.23205
Benin,BEN,2000,27.108444
Benin,BEN,2001,29.325136
Benin,BEN,2002,31.673683
Benin,BEN,2003,33.92686
Benin,BEN,2004,34.81832
Benin,BEN,2005,33.097187
Benin,BEN,2006,38.04306
Benin,BEN,2007,41.22226
Benin,BEN,2008,40.812878
Benin,BEN,2009,41.967457
Benin,BEN,2010,43.755173
Benin,BEN,2011,43.71148
Benin,BEN,2012,44.156487
Benin,BEN,2013,45.125908
Benin,BEN,2014,46.590706
Bolivia,BOL,1971,-124.87175
Bolivia,BOL,1972,-235.72108
Bolivia,BOL,1973,-282.70328
Bolivia,BOL,1974,-248.76395
Bolivia,BOL,1975,-188.01326
Bolivia,BOL,1976,-169.35707
Bolivia,BOL,1977,-140.36913
Bolivia,BOL,1978,-114.63752
Bolivia,BOL,1979,-91.330414
Bolivia,BOL,1980,-78.56913
Bolivia,BOL,1981,-75.88079
Bolivia,BOL,1982,-74.89757
Bolivia,BOL,1983,-87.89889
Bolivia,BOL,1984,-85.96743
Bolivia,BOL,1985,-87.48359
Bolivia,BOL,1986,-95.331116
Bolivia,BOL,1987,-100.57189
Bolivia,BOL,1988,-100.849945
Bolivia,BOL,1989,-93.46845
Bolivia,BOL,1990,-88.58595
Bolivia,BOL,1991,-87.71377
Bolivia,BOL,1992,-77.43946
Bolivia,BOL,1993,-70.52768
Bolivia,BOL,1994,-67.488075
Bolivia,BOL,1995,-54.59733
Bolivia,BOL,1996,-40.34574
Bolivia,BOL,1997,-25.586355
Bolivia,BOL,1998,-25.306715
Bolivia,BOL,1999,-14.104102
Bolivia,BOL,2000,-36.808014
Bolivia,BOL,2001,-87.05348
Bolivia,BOL,2002,-77.028145
Bolivia,BOL,2003,-91.66051
Bolivia,BOL,2004,-149.93343
Bolivia,BOL,2005,-168.39728
Bolivia,BOL,2006,-126.30999
Bolivia,BOL,2007,-192.13445
Bolivia,BOL,2008,-181.12125
Bolivia,BOL,2009,-136.95868
Bolivia,BOL,2010,-147.9124
Bolivia,BOL,2011,-152.25687
Bolivia,BOL,2012,-149.09222
Bolivia,BOL,2013,-180.95071
Bolivia,BOL,2014,-177.98584
Bosnia and Herzegovina,BIH,1990,34.38924
Bosnia and Herzegovina,BIH,1991,31.573246
Bosnia and Herzegovina,BIH,1992,18.126436
Bosnia and Herzegovina,BIH,1993,15.603402
Bosnia and Herzegovina,BIH,1994,47.170715
Bosnia and Herzegovina,BIH,1995,45.330643
Bosnia and Herzegovina,BIH,1996,36.437847
Bosnia and Herzegovina,BIH,1997,20.357283
Bosnia and Herzegovina,BIH,1998,23.072716
Bosnia and Herzegovina,BIH,1999,21.111303
Bosnia and Herzegovina,BIH,2000,29.226364
Bosnia and Herzegovina,BIH,2001,26.311783
Bosnia and Herzegovina,BIH,2002,24.872425
Bosnia and Herzegovina,BIH,2003,20.815962
Bosnia and Herzegovina,BIH,2004,25.404655
Bosnia and Herzegovina,BIH,2005,27.692547
Bosnia and Herzegovina,BIH,2006,26.310701
Bosnia and Herzegovina,BIH,2007,30.60071
Bosnia and Herzegovina,BIH,2008,28.994648
Bosnia and Herzegovina,BIH,2009,28.85492
Bosnia and Herzegovina,BIH,2010,32.56202
Bosnia and Herzegovina,BIH,2011,35.372746
Bosnia and Herzegovina,BIH,2012,32.4461
Bosnia and Herzegovina,BIH,2013,28.45962
Bosnia and Herzegovina,BIH,2014,22.73009
Botswana,BWA,1981,22.6402
Botswana,BWA,1982,22.162342
Botswana,BWA,1983,22.666803
Botswana,BWA,1984,22.708258
Botswana,BWA,1985,22.293411
Botswana,BWA,1986,24.346418
Botswana,BWA,1987,25.32
Botswana,BWA,1988,24.21273
Botswana,BWA,1989,25.3995
Botswana,BWA,1990,28.69556
Botswana,BWA,1991,27.915295
Botswana,BWA,1992,30.6268
Botswana,BWA,1993,29.9877
Botswana,BWA,1994,27.845146
Botswana,BWA,1995,30.06874
Botswana,BWA,1996,33.926514
Botswana,BWA,1997,35.822826
Botswana,BWA,1998,36.25372
Botswana,BWA,1999,37.71589
Botswana,BWA,2000,40.021133
Botswana,BWA,2001,41.243477
Botswana,BWA,2002,42.055286
Botswana,BWA,2003,46.433403
Botswana,BWA,2004,46.34491
Botswana,BWA,2005,45.833076
Botswana,BWA,2006,47.86115
Botswana,BWA,2007,52.921944
Botswana,BWA,2008,52.882336
Botswana,BWA,2009,53.928146
Botswana,BWA,2010,50.901386
Botswana,BWA,2011,53.8458
Botswana,BWA,2012,42.45298
Botswana,BWA,2013,44.581635
Botswana,BWA,2014,44.499966
Brazil,BRA,1971,29.607708
Brazil,BRA,1972,32.64013
Brazil,BRA,1973,37.49624
Brazil,BRA,1974,38.586014
Brazil,BRA,1975,40.81337
Brazil,BRA,1976,43.346855
Brazil,BRA,1977,43.478813
Brazil,BRA,1978,45.622784
Brazil,BRA,1979,45.825844
Brazil,BRA,1980,43.482605
Brazil,BRA,1981,39.083225
Brazil,BRA,1982,36.008175
Brazil,BRA,1983,29.638859
Brazil,BRA,1984,22.376667
Brazil,BRA,1985,20.837475
Brazil,BRA,1986,24.670841
Brazil,BRA,1987,24.99511
Brazil,BRA,1988,26.520344
Brazil,BRA,1989,25.942324
Brazil,BRA,1990,25.721615
Brazil,BRA,1991,26.688272
Brazil,BRA,1992,27.456636
Brazil,BRA,1993,28.599913
Brazil,BRA,1994,28.951904
Brazil,BRA,1995,30.44168
Brazil,BRA,1996,30.099617
Brazil,BRA,1997,29.167536
Brazil,BRA,1998,26.89356
Brazil,BRA,1999,24.25928
Brazil,BRA,2000,21.233671
Brazil,BRA,2001,20.47913
Brazil,BRA,2002,14.509878
Brazil,BRA,2003,10.3888645
Brazil,BRA,2004,13.130091
Brazil,BRA,2005,9.579119
Brazil,BRA,2006,7.4018273
Brazil,BRA,2007,8.0840845
Brazil,BRA,2008,8.20767
Brazil,BRA,2009,4.098708
Brazil,BRA,2010,7.2442603
Brazil,BRA,2011,7.7126217
Brazil,BRA,2012,10.585244
Brazil,BRA,2013,13.89082
Brazil,BRA,2014,11.870133
Brunei,BRN,1971,-3651.9177
Brunei,BRN,1972,-5228.087
Brunei,BRN,1973,-3719.7834
Brunei,BRN,1974,-2190.0674
Brunei,BRN,1975,-1827.1556
Brunei,BRN,1976,-1709.4788
Brunei,BRN,1977,-1688.653
Brunei,BRN,1978,-1817.6956
Brunei,BRN,1979,-1881.1466
Brunei,BRN,1980,-1466.021
Brunei,BRN,1981,-1186.774
Brunei,BRN,1982,-1115.3208
Brunei,BRN,1983,-1065.9636
Brunei,BRN,1984,-864.8334
Brunei,BRN,1985,-801.30585
Brunei,BRN,1986,-899.0959
Brunei,BRN,1987,-867.33716
Brunei,BRN,1988,-1034.629
Brunei,BRN,1989,-885.8284
Brunei,BRN,1990,-805.7894
Brunei,BRN,1991,-737.90375
Brunei,BRN,1992,-734.424
Brunei,BRN,1993,-749.6258
Brunei,BRN,1994,-839.3603
Brunei,BRN,1995,-711.78937
Brunei,BRN,1996,-681.18744
Brunei,BRN,1997,-651.1495
Brunei,BRN,1998,-629.1875
Brunei,BRN,1999,-683.45276
Brunei,BRN,2000,-725.5084
Brunei,BRN,2001,-799.1968
Brunei,BRN,2002,-839.33356
Brunei,BRN,2003,-746.2016
Brunei,BRN,2004,-803.436
Brunei,BRN,2005,-849.55524
Brunei,BRN,2006,-608.1367
Brunei,BRN,2007,-542.86676
Brunei,BRN,2008,-495.88004
Brunei,BRN,2009,-522.42865
Brunei,BRN,2010,-473.19073
Brunei,BRN,2011,-382.7048
Brunei,BRN,2012,-383.5423
Brunei,BRN,2013,-458.37256
Brunei,BRN,2014,-357.39438
Bulgaria,BGR,1971,69.97779
Bulgaria,BGR,1972,71.158554
Bulgaria,BGR,1973,73.30284
Bulgaria,BGR,1974,75.892624
Bulgaria,BGR,1975,73.592354
Bulgaria,BGR,1976,73.88949
Bulgaria,BGR,1977,74.76454
Bulgaria,BGR,1978,75.24369
Bulgaria,BGR,1979,74.07037
Bulgaria,BGR,1980,72.74582
Bulgaria,BGR,1981,69.88166
Bulgaria,BGR,1982,68.298515
Bulgaria,BGR,1983,67.97996
Bulgaria,BGR,1984,67.242584
Bulgaria,BGR,1985,68.90046
Bulgaria,BGR,1986,68.05547
Bulgaria,BGR,1987,67.18308
Bulgaria,BGR,1988,66.484146
Bulgaria,BGR,1989,66.66257
Bulgaria,BGR,1990,65.93959
Bulgaria,BGR,1991,61.22516
Bulgaria,BGR,1992,56.92079
Bulgaria,BGR,1993,57.725376
Bulgaria,BGR,1994,55.71647
Bulgaria,BGR,1995,55.426376
Bulgaria,BGR,1996,53.47205
Bulgaria,BGR,1997,50.96276
Bulgaria,BGR,1998,49.29184
Bulgaria,BGR,1999,50.103424
Bulgaria,BGR,2000,46.840523
Bulgaria,BGR,2001,46.584305
Bulgaria,BGR,2002,43.874092
Bulgaria,BGR,2003,47.39952
Bulgaria,BGR,2004,45.468662
Bulgaria,BGR,2005,46.480484
Bulgaria,BGR,2006,46.051086
Bulgaria,BGR,2007,50.428722
Bulgaria,BGR,2008,48.292007
Bulgaria,BGR,2009,43.787235
Bulgaria,BGR,2010,40.748642
