Entity,Code,Year,Oil (% equivalent primary energy)
Romania,ROU,1987,27.64515
Romania,ROU,1988,25.438877
Romania,ROU,1989,26.185709
Romania,ROU,1990,29.92566
Romania,ROU,1991,29.246944
Romania,ROU,1992,27.156527
Romania,ROU,1993,26.488117
Romania,ROU,1994,26.055166
Romania,ROU,1995,28.623682
Romania,ROU,1996,27.612698
Romania,ROU,1997,30.43015
Romania,ROU,1998,29.157785
Romania,ROU,1999,26.331625
Romania,ROU,2000,27.720633
Romania,ROU,2001,29.209665
Romania,ROU,2002,28.381077
Romania,ROU,2003,25.203562
Romania,ROU,2004,27.916452
Romania,ROU,2005,27.233515
Romania,ROU,2006,26.00492
Romania,ROU,2007,26.988033
Romania,ROU,2008,26.509556
Romania,ROU,2009,27.046108
Romania,ROU,2010,25.321964
Romania,ROU,2011,25.804913
Romania,ROU,2012,27.146002
Romania,ROU,2013,27.069813
Romania,ROU,2014,27.1164
Romania,ROU,2015,27.44439
Romania,ROU,2016,28.715307
Romania,ROU,2017,29.655272
Romania,ROU,2018,29.323757
Romania,ROU,2019,31.325844
Romania,ROU,2020,31.471794
Romania,ROU,2021,32.022007
Romania,ROU,2022,35.100346
Romania,ROU,2023,35.693466
Russia,RUS,1985,30.729893
Russia,RUS,1986,30.555534
Russia,RUS,1987,29.829412
Russia,RUS,1988,29.085869
Russia,RUS,1989,29.519363
Russia,RUS,1990,29.620895
Russia,RUS,1991,29.264345
Russia,RUS,1992,29.032976
Russia,RUS,1993,25.966982
Russia,RUS,1994,25.14046
Russia,RUS,1995,23.181538
Russia,RUS,1996,20.767132
Russia,RUS,1997,21.778725
Russia,RUS,1998,20.901003
Russia,RUS,1999,21.1008
Russia,RUS,2000,20.318655
Russia,RUS,2001,20.597252
Russia,RUS,2002,19.952343
Russia,RUS,2003,20.26169
Russia,RUS,2004,19.809153
Russia,RUS,2005,19.90723
Russia,RUS,2006,20.028124
Russia,RUS,2007,19.822298
Russia,RUS,2008,20.362925
Russia,RUS,2009,20.55676
Russia,RUS,2010,20.538408
Russia,RUS,2011,21.306921
Russia,RUS,2012,21.908545
Russia,RUS,2013,22.22246
Russia,RUS,2014,23.27618
Russia,RUS,2015,22.852854
Russia,RUS,2016,22.744326
Russia,RUS,2017,22.531689
Russia,RUS,2018,21.94975
Russia,RUS,2019,22.565327
Russia,RUS,2020,22.47507
Russia,RUS,2021,23.160606
Russia,RUS,2022,22.967846
Russia,RUS,2023,23.04658
Saudi Arabia,SAU,1965,97.446625
Saudi Arabia,SAU,1966,96.97048
Saudi Arabia,SAU,1967,96.402596
Saudi Arabia,SAU,1968,95.73982
Saudi Arabia,SAU,1969,94.9563
Saudi Arabia,SAU,1970,94.155914
Saudi Arabia,SAU,1971,95.13222
Saudi Arabia,SAU,1972,94.852196
Saudi Arabia,SAU,1973,94.31895
Saudi Arabia,SAU,1974,93.2235
Saudi Arabia,SAU,1975,89.834595
Saudi Arabia,SAU,1976,90.50793
Saudi Arabia,SAU,1977,88.68833
Saudi Arabia,SAU,1978,86.00403
Saudi Arabia,SAU,1979,85.81644
Saudi Arabia,SAU,1980,78.000854
Saudi Arabia,SAU,1981,78.510956
Saudi Arabia,SAU,1982,79.313065
Saudi Arabia,SAU,1983,81.35847
Saudi Arabia,SAU,1984,75.82826
Saudi Arabia,SAU,1985,75.52532
Saudi Arabia,SAU,1986,69.48993
Saudi Arabia,SAU,1987,69.389404
Saudi Arabia,SAU,1988,68.23417
Saudi Arabia,SAU,1989,66.94862
Saudi Arabia,SAU,1990,65.6978
Saudi Arabia,SAU,1991,65.64201
Saudi Arabia,SAU,1992,62.98725
Saudi Arabia,SAU,1993,62.070114
Saudi Arabia,SAU,1994,64.960175
Saudi Arabia,SAU,1995,63.908596
Saudi Arabia,SAU,1996,63.895943
Saudi Arabia,SAU,1997,63.81177
Saudi Arabia,SAU,1998,64.490005
Saudi Arabia,SAU,1999,65.58809
Saudi Arabia,SAU,2000,64.551476
Saudi Arabia,SAU,2001,64.13309
Saudi Arabia,SAU,2002,63.628967
Saudi Arabia,SAU,2003,63.62753
Saudi Arabia,SAU,2004,63.339615
Saudi Arabia,SAU,2005,62.61371
Saudi Arabia,SAU,2006,63.26065
Saudi Arabia,SAU,2007,63.600082
Saudi Arabia,SAU,2008,64.06196
Saudi Arabia,SAU,2009,66.19032
Saudi Arabia,SAU,2010,65.99221
Saudi Arabia,SAU,2011,65.696106
Saudi Arabia,SAU,2012,65.197876
Saudi Arabia,SAU,2013,65.16028
Saudi Arabia,SAU,2014,66.76599
Saudi Arabia,SAU,2015,67.49896
Saudi Arabia,SAU,2016,66.84906
Saudi Arabia,SAU,2017,65.616295
Saudi Arabia,SAU,2018,63.808323
Saudi Arabia,SAU,2019,62.484318
Saudi Arabia,SAU,2020,60.778713
Saudi Arabia,SAU,2021,61.49881
Saudi Arabia,SAU,2022,62.717022
Saudi Arabia,SAU,2023,64.07235
Singapore,SGP,1992,96.166306
Singapore,SGP,1993,95.31886
Singapore,SGP,1994,95.89437
Singapore,SGP,1995,96.100876
Singapore,SGP,1996,96.169106
Singapore,SGP,1997,96.358505
Singapore,SGP,1998,96.40817
Singapore,SGP,1999,96.37191
Slovakia,SVK,1965,25.316414
Slovakia,SVK,1966,26.993994
Slovakia,SVK,1967,29.877666
Slovakia,SVK,1968,29.916325
Slovakia,SVK,1969,30.732805
Slovakia,SVK,1970,33.38478
Slovakia,SVK,1971,34.29967
Slovakia,SVK,1972,35.677048
Slovakia,SVK,1973,38.560757
Slovakia,SVK,1974,37.566917
Slovakia,SVK,1975,39.598583
Slovakia,SVK,1976,40.349392
Slovakia,SVK,1977,40.16507
Slovakia,SVK,1978,39.617275
Slovakia,SVK,1979,39.136105
Slovakia,SVK,1980,35.805973
Slovakia,SVK,1981,35.58697
Slovakia,SVK,1982,32.949795
Slovakia,SVK,1983,32.165607
Slovakia,SVK,1984,31.745684
Slovakia,SVK,1985,30.552128
Slovakia,SVK,1986,29.829334
Slovakia,SVK,1987,28.544533
Slovakia,SVK,1988,27.762684
Slovakia,SVK,1989,27.12804
Slovakia,SVK,1990,23.5121
Slovakia,SVK,1991,23.085192
Slovakia,SVK,1992,21.831264
Slovakia,SVK,1993,18.39118
Slovakia,SVK,1994,19.337708
Slovakia,SVK,1995,18.536074
Slovakia,SVK,1996,19.201338
Slovakia,SVK,1997,19.53612
Slovakia,SVK,1998,21.654507
Slovakia,SVK,1999,19.468107
Slovakia,SVK,2000,18.724188
Slovakia,SVK,2001,16.860872
Slovakia,SVK,2002,18.63238
Slovakia,SVK,2003,18.107805
Slovakia,SVK,2004,18.206953
Slovakia,SVK,2005,20.463875
Slovakia,SVK,2006,19.521336
Slovakia,SVK,2007,21.846264
Slovakia,SVK,2008,22.36906
Slovakia,SVK,2009,22.70369
Slovakia,SVK,2010,22.281197
Slovakia,SVK,2011,22.776281
Slovakia,SVK,2012,22.005636
Slovakia,SVK,2013,21.449524
Slovakia,SVK,2014,21.38162
Slovakia,SVK,2015,23.072075
Slovakia,SVK,2016,23.82688
Slovakia,SVK,2017,25.244328
Slovakia,SVK,2018,25.971773
Slovakia,SVK,2019,25.435745
Slovakia,SVK,2020,25.940382
Slovakia,SVK,2021,25.323986
Slovakia,SVK,2022,27.80953
Slovakia,SVK,2023,26.968592
Slovenia,SVN,1990,28.948015
Slovenia,SVN,1991,27.949398
Slovenia,SVN,1992,29.019037
Slovenia,SVN,1993,34.08224
Slovenia,SVN,1994,34.631184
Slovenia,SVN,1995,35.70524
Slovenia,SVN,1996,39.350464
Slovenia,SVN,1997,38.48849
Slovenia,SVN,1998,36.780815
Slovenia,SVN,1999,37.287666
Slovenia,SVN,2000,35.696175
Slovenia,SVN,2001,35.763126
Slovenia,SVN,2002,34.909103
Slovenia,SVN,2003,36.06241
Slovenia,SVN,2004,35.024395
Slovenia,SVN,2005,35.68736
Slovenia,SVN,2006,36.86411
Slovenia,SVN,2007,36.621876
Slovenia,SVN,2008,38.85536
Slovenia,SVN,2009,35.706207
Slovenia,SVN,2010,35.778748
Slovenia,SVN,2011,36.71091
Slovenia,SVN,2012,36.988506
Slovenia,SVN,2013,35.35153
Slovenia,SVN,2014,34.082825
Slovenia,SVN,2015,37.231564
Slovenia,SVN,2016,37.38231
Slovenia,SVN,2017,37.86862
Slovenia,SVN,2018,38.16831
Slovenia,SVN,2019,37.469666
Slovenia,SVN,2020,32.449768
Slovenia,SVN,2021,35.04997
Slovenia,SVN,2022,39.981552
Slovenia,SVN,2023,34.575184
South Africa,ZAF,1965,19.015463
South Africa,ZAF,1966,20.534286
South Africa,ZAF,1967,21.492308
South Africa,ZAF,1968,22.136393
South Africa,ZAF,1969,23.635426
South Africa,ZAF,1970,24.509045
South Africa,ZAF,1971,24.867527
South Africa,ZAF,1972,26.23762
South Africa,ZAF,1973,26.906065
South Africa,ZAF,1974,25.486225
South Africa,ZAF,1975,25.398046
South Africa,ZAF,1976,24.605146
South Africa,ZAF,1977,23.782978
South Africa,ZAF,1978,25.22451
South Africa,ZAF,1979,23.1516
South Africa,ZAF,1980,22.30688
South Africa,ZAF,1981,20.761957
South Africa,ZAF,1982,19.567507
South Africa,ZAF,1983,19.508606
South Africa,ZAF,1984,19.436333
South Africa,ZAF,1985,18.592611
South Africa,ZAF,1986,17.6175
South Africa,ZAF,1987,18.346504
South Africa,ZAF,1988,18.351183
South Africa,ZAF,1989,19.903032
South Africa,ZAF,1990,19.433598
South Africa,ZAF,1991,19.736353
South Africa,ZAF,1992,20.287827
South Africa,ZAF,1993,21.143229
South Africa,ZAF,1994,21.156982
South Africa,ZAF,1995,21.589005
South Africa,ZAF,1996,21.803417
South Africa,ZAF,1997,21.672548
South Africa,ZAF,1998,22.397139
South Africa,ZAF,1999,21.962563
South Africa,ZAF,2000,22.296446
South Africa,ZAF,2001,22.658342
South Africa,ZAF,2002,23.851194
South Africa,ZAF,2003,22.808655
South Africa,ZAF,2004,21.685467
South Africa,ZAF,2005,22.951887
South Africa,ZAF,2006,22.925959
South Africa,ZAF,2007,22.775558
South Africa,ZAF,2008,20.15575
South Africa,ZAF,2009,19.855728
South Africa,ZAF,2010,20.658407
South Africa,ZAF,2011,21.16115
South Africa,ZAF,2012,22.033587
South Africa,ZAF,2013,22.322166
South Africa,ZAF,2014,21.76449
South Africa,ZAF,2015,24.489868
South Africa,ZAF,2016,22.528877
South Africa,ZAF,2017,22.605295
South Africa,ZAF,2018,23.448061
South Africa,ZAF,2019,22.238302
South Africa,ZAF,2020,19.229681
South Africa,ZAF,2021,20.541296
South Africa,ZAF,2022,21.815374
South Africa,ZAF,2023,22.375196
South America,,1965,70.06701
South America,,1966,69.98181
South America,,1967,69.14414
South America,,1968,70.03122
South America,,1969,69.62906
South America,,1970,68.229065
South America,,1971,68.823555
South America,,1972,68.52845
South America,,1973,67.90596
South America,,1974,66.73387
South America,,1975,65.42488
South America,,1976,63.989216
South America,,1977,62.722992
South America,,1978,62.032753
South America,,1979,61.027855
South America,,1980,59.07615
South America,,1981,58.437943
South America,,1982,56.273365
South America,,1983,53.3338
South America,,1984,50.155903
South America,,1985,48.43341
South America,,1986,48.14672
South America,,1987,47.553486
South America,,1988,47.095604
South America,,1989,46.05338
South America,,1990,45.685585
South America,,1991,44.714237
South America,,1992,45.31681
South America,,1993,43.995945
South America,,1994,44.308792
South America,,1995,44.129868
South America,,1996,43.3344
South America,,1997,43.947704
South America,,1998,43.562984
South America,,1999,43.93322
South America,,2000,43.07498
South America,,2001,43.767365
South America,,2002,43.014122
South America,,2003,41.266865
South America,,2004,41.213593
South America,,2005,41.11276
South America,,2006,40.64738
South America,,2007,41.304996
South America,,2008,41.92491
South America,,2009,42.03133
South America,,2010,41.915516
South America,,2011,41.834793
South America,,2012,42.6887
South America,,2013,43.064205
South America,,2014,42.977463
South America,,2015,41.22364
South America,,2016,40.360817
South America,,2017,39.574745
South America,,2018,38.41566
South America,,2019,38.21443
South America,,2020,36.122017
South America,,2021,37.93129
South America,,2022,39.073746
South America,,2023,39.04801
South Korea,KOR,1986,48.381943
South Korea,KOR,1987,45.881527
South Korea,KOR,1988,49.14647
South Korea,KOR,1989,51.65259
South Korea,KOR,1990,55.336807
South Korea,KOR,1991,59.500557
South Korea,KOR,1992,63.842373
South Korea,KOR,1993,63.925594
South Korea,KOR,1994,65.06913
South Korea,KOR,1995,64.975235
South Korea,KOR,1996,62.94887
South Korea,KOR,1997,63.007904
South Korea,KOR,1998,57.28142
South Korea,KOR,1999,56.40114
South Korea,KOR,2000,54.61557
South Korea,KOR,2001,53.33607
South Korea,KOR,2002,51.89228
South Korea,KOR,2003,50.708324
South Korea,KOR,2004,49.195984
South Korea,KOR,2005,47.81038
South Korea,KOR,2006,47.096806
South Korea,KOR,2007,46.954514
South Korea,KOR,2008,44.04213
South Korea,KOR,2009,44.327423
South Korea,KOR,2010,41.908737
South Korea,KOR,2011,40.429928
South Korea,KOR,2012,41.3559
South Korea,KOR,2013,41.200893
South Korea,KOR,2014,40.619743
South Korea,KOR,2015,41.82454
South Korea,KOR,2016,44.290752
South Korea,KOR,2017,43.457413
South Korea,KOR,2018,42.544186
South Korea,KOR,2019,42.606266
South Korea,KOR,2020,41.99851
South Korea,KOR,2021,42.761467
South Korea,KOR,2022,42.866917
South Korea,KOR,2023,43.135624
South and Central America (EI),,1965,74.657585
South and Central America (EI),,1966,74.37819
South and Central America (EI),,1967,73.70253
South and Central America (EI),,1968,74.22345
South and Central America (EI),,1969,73.845985
South and Central America (EI),,1970,72.94581
South and Central America (EI),,1971,73.124245
South and Central America (EI),,1972,73.13569
South and Central America (EI),,1973,72.784386
South and Central America (EI),,1974,71.5888
South and Central America (EI),,1975,70.38645
South and Central America (EI),,1976,68.94607
South and Central America (EI),,1977,67.8164
South and Central America (EI),,1978,66.89451
South and Central America (EI),,1979,65.722565
South and Central America (EI),,1980,63.758785
South and Central America (EI),,1981,63.196796
South and Central America (EI),,1982,60.63912
South and Central America (EI),,1983,57.843105
South and Central America (EI),,1984,55.14431
South and Central America (EI),,1985,53.08536
South and Central America (EI),,1986,52.625187
South and Central America (EI),,1987,52.00994
South and Central America (EI),,1988,51.353264
South and Central America (EI),,1989,50.628555
South and Central America (EI),,1990,50.250202
South and Central America (EI),,1991,49.275574
South and Central America (EI),,1992,49.732994
South and Central America (EI),,1993,48.44621
South and Central America (EI),,1994,48.709255
South and Central America (EI),,1995,48.461914
South and Central America (EI),,1996,47.574776
South and Central America (EI),,1997,48.11948
South and Central America (EI),,1998,47.980724
South and Central America (EI),,1999,48.050644
South and Central America (EI),,2000,47.75474
South and Central America (EI),,2001,48.639034
South and Central America (EI),,2002,47.82769
South and Central America (EI),,2003,46.163177
South and Central America (EI),,2004,45.833786
South and Central America (EI),,2005,45.54599
South and Central America (EI),,2006,44.86068
South and Central America (EI),,2007,45.119213
South and Central America (EI),,2008,45.286613
South and Central America (EI),,2009,45.202522
South and Central America (EI),,2010,44.870464
South and Central America (EI),,2011,44.64597
South and Central America (EI),,2012,45.105495
South and Central America (EI),,2013,45.213367
South and Central America (EI),,2014,45.14703
South and Central America (EI),,2015,43.910892
South and Central America (EI),,2016,43.405807
South and Central America (EI),,2017,42.599457
South and Central America (EI),,2018,41.573112
South and Central America (EI),,2019,41.36721
South and Central America (EI),,2020,38.920036
South and Central America (EI),,2021,40.444344
South and Central America (EI),,2022,41.44376
South and Central America (EI),,2023,41.599545
Spain,ESP,1969,58.82831
Spain,ESP,1970,62.218292
Spain,ESP,1971,62.196762
Spain,ESP,1972,60.647617
Spain,ESP,1973,66.54125
Spain,ESP,1974,67.01466
Spain,ESP,1975,67.84543
Spain,ESP,1976,72.02017
Spain,ESP,1977,65.58632
Spain,ESP,1978,67.260704
Spain,ESP,1979,66.1915
Spain,ESP,1980,69.74713
Spain,ESP,1981,66.9903
Spain,ESP,1982,63.35724
Spain,ESP,1983,62.016098
Spain,ESP,1984,57.57205
Spain,ESP,1985,55.863632
Spain,ESP,1986,54.20864
Spain,ESP,1987,54.90759
Spain,ESP,1988,53.823048
Spain,ESP,1989,53.836166
Spain,ESP,1990,52.07932
Spain,ESP,1991,51.390797
Spain,ESP,1992,54.985977
Spain,ESP,1993,54.20351
Spain,ESP,1994,54.358482
Spain,ESP,1995,55.70433
Spain,ESP,1996,55.076725
Spain,ESP,1997,53.581493
Spain,ESP,1998,55.3348
Spain,ESP,1999,56.247032
Spain,ESP,2000,53.899364
Spain,ESP,2001,53.444077
Spain,ESP,2002,53.659184
Spain,ESP,2003,51.67836
Spain,ESP,2004,50.66163
Spain,ESP,2005,51.19081
Spain,ESP,2006,50.379597
Spain,ESP,2007,49.53702
Spain,ESP,2008,48.837044
Spain,ESP,2009,49.301605
Spain,ESP,2010,46.923065
Spain,ESP,2011,45.581238
Spain,ESP,2012,42.488766
Spain,ESP,2013,42.815662
Spain,ESP,2014,43.677338
Spain,ESP,2015,44.58128
Spain,ESP,2016,45.43652
Spain,ESP,2017,45.170677
Spain,ESP,2018,45.04563
Spain,ESP,2019,46.443615
Spain,ESP,2020,41.591454
Spain,ESP,2021,42.74711
Spain,ESP,2022,45.585968
Spain,ESP,2023,45.35774
Sri Lanka,LKA,2007,82.63418
Sweden,SWE,1985,39.793484
Sweden,SWE,1986,41.00181
Sweden,SWE,1987,36.158833
Sweden,SWE,1988,34.633884
Sweden,SWE,1989,34.02064
Sweden,SWE,1990,29.437002
Sweden,SWE,1991,29.78577
Sweden,SWE,1992,31.80979
Sweden,SWE,1993,31.72815
Sweden,SWE,1994,33.841057
Sweden,SWE,1995,32.820366
Sweden,SWE,1996,36.14467
Sweden,SWE,1997,33.021786
Sweden,SWE,1998,32.152435
Sweden,SWE,1999,32.311897
Sweden,SWE,2000,31.36327
Sweden,SWE,2001,29.479752
Sweden,SWE,2002,31.645638
Sweden,SWE,2003,33.798634
Sweden,SWE,2004,30.707264
Sweden,SWE,2005,29.256227
Sweden,SWE,2006,31.04604
Sweden,SWE,2007,29.837496
Sweden,SWE,2008,29.379992
Sweden,SWE,2009,30.141819
Sweden,SWE,2010,29.316214
Sweden,SWE,2011,27.549816
Sweden,SWE,2012,25.081202
Sweden,SWE,2013,26.18192
Sweden,SWE,2014,25.915728
Sweden,SWE,2015,24.699816
Sweden,SWE,2016,26.064655
Sweden,SWE,2017,25.619156
Sweden,SWE,2018,23.423986
Sweden,SWE,2019,23.216928
Sweden,SWE,2020,22.397972
Sweden,SWE,2021,23.22863
Sweden,SWE,2022,21.34899
Sweden,SWE,2023,21.673538
Switzerland,CHE,1968,55.881794
Switzerland,CHE,1969,58.74402
Switzerland,CHE,1970,60.151844
Switzerland,CHE,1971,62.37831
Switzerland,CHE,1972,64.920166
Switzerland,CHE,1973,63.17852
Switzerland,CHE,1974,58.813293
Switzerland,CHE,1975,54.480625
Switzerland,CHE,1976,59.290825
Switzerland,CHE,1977,53.634727
Switzerland,CHE,1978,55.84201
Switzerland,CHE,1979,53.707993
Switzerland,CHE,1980,50.13235
Switzerland,CHE,1981,46.433987
Switzerland,CHE,1982,44.77513
Switzerland,CHE,1983,47.108604
Switzerland,CHE,1984,47.06799
Switzerland,CHE,1985,44.830357
Switzerland,CHE,1986,46.738823
Switzerland,CHE,1987,44.28618
Switzerland,CHE,1988,44.078842
Switzerland,CHE,1989,45.257656
Switzerland,CHE,1990,46.527725
Switzerland,CHE,1991,46.084938
Switzerland,CHE,1992,45.986332
Switzerland,CHE,1993,43.16209
Switzerland,CHE,1994,42.45509
Switzerland,CHE,1995,41.512222
Switzerland,CHE,1996,44.51641
Switzerland,CHE,1997,43.79935
Switzerland,CHE,1998,44.090073
Switzerland,CHE,1999,40.938328
Switzerland,CHE,2000,40.700386
Switzerland,CHE,2001,40.782566
Switzerland,CHE,2002,41.524406
Switzerland,CHE,2003,40.849403
Switzerland,CHE,2004,41.898544
Switzerland,CHE,2005,44.08565
Switzerland,CHE,2006,42.691734
Switzerland,CHE,2007,40.374573
Switzerland,CHE,2008,40.937195
Switzerland,CHE,2009,40.636993
Switzerland,CHE,2010,41.01781
Switzerland,CHE,2011,40.75546
Switzerland,CHE,2012,39.327785
Switzerland,CHE,2013,39.424686
Switzerland,CHE,2014,37.29399
Switzerland,CHE,2015,38.52289
Switzerland,CHE,2016,38.688107
Switzerland,CHE,2017,39.554237
Switzerland,CHE,2018,37.445496
Switzerland,CHE,2019,36.771523
Switzerland,CHE,2020,33.227726
Switzerland,CHE,2021,34.483032
Switzerland,CHE,2022,36.470043
Switzerland,CHE,2023,34.127537
Taiwan,TWN,1965,36.510834
Taiwan,TWN,1966,40.316216
Taiwan,TWN,1967,43.872482
Taiwan,TWN,1968,45.548122
Taiwan,TWN,1969,52.11076
Taiwan,TWN,1970,57.491703
Taiwan,TWN,1971,64.08061
Taiwan,TWN,1972,64.90692
Taiwan,TWN,1973,70.85344
Taiwan,TWN,1974,66.415634
Taiwan,TWN,1975,69.86377
Taiwan,TWN,1976,74.1877
Taiwan,TWN,1977,74.785736
Taiwan,TWN,1978,74.188255
Taiwan,TWN,1979,70.22142
Taiwan,TWN,1980,69.205376
Taiwan,TWN,1981,65.059296
Taiwan,TWN,1982,65.71539
Taiwan,TWN,1983,59.537983
Taiwan,TWN,1984,54.669304
Taiwan,TWN,1985,51.768047
Taiwan,TWN,1986,53.004616
Taiwan,TWN,1987,51.4982
Taiwan,TWN,1988,54.37802
Taiwan,TWN,1989,57.020016
Taiwan,TWN,1990,55.547726
Taiwan,TWN,1991,54.51107
Taiwan,TWN,1992,53.361977
Taiwan,TWN,1993,53.711216
Taiwan,TWN,1994,53.872223
Taiwan,TWN,1995,55.13828
Taiwan,TWN,1996,52.933014
Taiwan,TWN,1997,51.33537
Taiwan,TWN,1998,50.147133
Taiwan,TWN,1999,51.299877
Taiwan,TWN,2000,49.01473
Taiwan,TWN,2001,49.215794
Taiwan,TWN,2002,47.308308
Taiwan,TWN,2003,47.324936
Taiwan,TWN,2004,46.43634
Taiwan,TWN,2005,46.158463
Taiwan,TWN,2006,45.313133
Taiwan,TWN,2007,45.095863
Taiwan,TWN,2008,43.812595
Taiwan,TWN,2009,44.032433
Taiwan,TWN,2010,42.929417
Taiwan,TWN,2011,40.12769
Taiwan,TWN,2012,39.80696
Taiwan,TWN,2013,40.000854
Taiwan,TWN,2014,40.39051
Taiwan,TWN,2015,41.548286
Taiwan,TWN,2016,41.36686
Taiwan,TWN,2017,41.05395
Taiwan,TWN,2018,40.2796
Taiwan,TWN,2019,38.749588
Taiwan,TWN,2020,38.20473
Taiwan,TWN,2021,38.03791
Taiwan,TWN,2022,36.45545
Taiwan,TWN,2023,36.101048
Thailand,THA,1981,88.11606
Thailand,THA,1982,77.98489
Thailand,THA,1983,78.90429
Thailand,THA,1984,74.77642
Thailand,THA,1985,67.519035
Thailand,THA,1986,65.76458
Thailand,THA,1987,62.582577
Thailand,THA,1988,63.452965
Thailand,THA,1989,65.08761
Thailand,THA,1990,65.93011
Thailand,THA,1991,63.728153
Thailand,THA,1992,64.74192
Thailand,THA,1993,65.69361
Thailand,THA,1994,65.41166
Thailand,THA,1995,65.993645
Thailand,THA,1996,64.54437
Thailand,THA,1997,61.634052
Thailand,THA,1998,60.732758
Thailand,THA,1999,60.27494
Thailand,THA,2000,56.48433
Thailand,THA,2001,52.978783
Thailand,THA,2002,52.85774
Thailand,THA,2003,53.89556
Thailand,THA,2004,55.02317
Thailand,THA,2005,53.191566
Thailand,THA,2006,51.69609
Thailand,THA,2007,49.44095
Thailand,THA,2008,46.603798
Thailand,THA,2009,46.752487
Thailand,THA,2010,45.304783
Thailand,THA,2011,44.82477
Thailand,THA,2012,43.652172
Thailand,THA,2013,44.505314
Thailand,THA,2014,43.524536
Thailand,THA,2015,43.879547
Thailand,THA,2016,44.485672
Thailand,THA,2017,44.994892
Thailand,THA,2018,44.53717
Thailand,THA,2019,45.00757
Thailand,THA,2020,43.33966
Thailand,THA,2021,43.202923
Thailand,THA,2022,46.368763
Thailand,THA,2023,46.156075
Trinidad and Tobago,TTO,2010,11.180212
Trinidad and Tobago,TTO,2011,11.153946
Trinidad and Tobago,TTO,2012,10.42106
Trinidad and Tobago,TTO,2013,10.939627
Trinidad and Tobago,TTO,2014,10.364101
Trinidad and Tobago,TTO,2015,11.537614
Trinidad and Tobago,TTO,2016,13.439639
Trinidad and Tobago,TTO,2017,11.376535
Trinidad and Tobago,TTO,2018,10.448703
Trinidad and Tobago,TTO,2019,10.478081
Trinidad and Tobago,TTO,2020,10.316554
Trinidad and Tobago,TTO,2021,9.849414
Trinidad and Tobago,TTO,2022,10.597524
Trinidad and Tobago,TTO,2023,11.470209
Turkey,TUR,1982,58.621494
Turkey,TUR,1983,59.6438
Turkey,TUR,1984,56.36965
Turkey,TUR,1985,54.70422
Turkey,TUR,1986,54.371983
Turkey,TUR,1987,53.824776
Turkey,TUR,1988,52.019424
Turkey,TUR,1989,49.945972
Turkey,TUR,1990,48.781418
Turkey,TUR,1991,46.565548
Turkey,TUR,1992,46.791515
Turkey,TUR,1993,49.343536
Turkey,TUR,1994,48.721676
Turkey,TUR,1995,48.820705
Turkey,TUR,1996,46.744785
Turkey,TUR,1997,44.00928
Turkey,TUR,1998,42.8173
Turkey,TUR,1999,43.77569
Turkey,TUR,2000,42.927803
Turkey,TUR,2001,43.958782
Turkey,TUR,2002,43.00365
Turkey,TUR,2003,39.993668
Turkey,TUR,2004,38.18213
Turkey,TUR,2005,36.88148
Turkey,TUR,2006,34.55284
Turkey,TUR,2007,33.13397
Turkey,TUR,2008,32.5117
Turkey,TUR,2009,32.658203
Turkey,TUR,2010,29.888603
Turkey,TUR,2011,27.230465
Turkey,TUR,2012,26.992317
Turkey,TUR,2013,29.185259
Turkey,TUR,2014,29.105833
Turkey,TUR,2015,31.381836
Turkey,TUR,2016,31.980478
Turkey,TUR,2017,32.382088
Turkey,TUR,2018,32.406223
Turkey,TUR,2019,31.177872
Turkey,TUR,2020,30.057331
Turkey,TUR,2021,29.808277
Turkey,TUR,2022,30.751354
Turkey,TUR,2023,32.854275
Turkmenistan,TKM,1985,40.24998
Turkmenistan,TKM,1986,23.54301
Turkmenistan,TKM,1987,23.640965
Turkmenistan,TKM,1988,23.464983
Turkmenistan,TKM,1989,22.813524
Turkmenistan,TKM,1990,39.70806
Turkmenistan,TKM,1991,35.248802
Turkmenistan,TKM,1992,34.74535
Turkmenistan,TKM,1993,30.752405
Turkmenistan,TKM,1994,28.978802
Turkmenistan,TKM,1995,27.120758
Turkmenistan,TKM,1996,24.03217
USSR,OWID_USS,1965,28.840328
USSR,OWID_USS,1966,29.040028
USSR,OWID_USS,1967,30.106678
USSR,OWID_USS,1968,30.935738
USSR,OWID_USS,1969,31.441805
USSR,OWID_USS,1970,32.96787
USSR,OWID_USS,1971,33.31586
USSR,OWID_USS,1972,34.385254
USSR,OWID_USS,1973,35.165436
USSR,OWID_USS,1974,36.606125
USSR,OWID_USS,1975,36.568756
USSR,OWID_USS,1976,36.166885
USSR,OWID_USS,1977,35.999855
USSR,OWID_USS,1978,36.616787
USSR,OWID_USS,1979,36.26601
USSR,OWID_USS,1980,37.182877
USSR,OWID_USS,1981,36.724545
USSR,OWID_USS,1982,35.570942
USSR,OWID_USS,1983,34.327595
USSR,OWID_USS,1984,33.082237
Ukraine,UKR,1985,27.327923
Ukraine,UKR,1986,27.301004
Ukraine,UKR,1987,27.79221
Ukraine,UKR,1988,25.496206
Ukraine,UKR,1989,25.46827
Ukraine,UKR,1990,24.160103
Ukraine,UKR,1991,24.707977
Ukraine,UKR,1992,18.73311
Ukraine,UKR,1993,15.378085
Ukraine,UKR,1994,15.55392
Ukraine,UKR,1995,16.532497
Ukraine,UKR,1996,11.009637
Ukraine,UKR,1997,13.204792
Ukraine,UKR,1998,12.518237
